axis,kind,row_id,title,kdh_part,status,t56_verdict,t56_judged_by,why,evidence
3.회원·마이페이지·클레임,원장,STD-MEM-003,휴대전화 본인인증(SMS/PASS),김동학,부분,담당맞음,merged-owner_side,,SB-043 absent(인증 SDK·API 호출 지점 0건) · L2 service-dependency D-17 endpoint='(호출 지점 없음)'
3.회원·마이페이지·클레임,원장,STD-MEM-005,1인 1계정 중복가입 제한,김동학,부분,담당맞음,merged-owner_side,,huni-skin-shopby/src/app/api/auth/signup/route.ts:8-33
3.회원·마이페이지·클레임,원장,STD-MEM-007,아이디/비밀번호 로그인,김동학,부분,담당맞음,merged-owner_side,,huni-skin-shopby/src/lib/auth/auth.config.ts:12-22 · src/lib/auth/shopby-auth.ts:1
3.회원·마이페이지·클레임,원장,STD-MEM-008,아이디 찾기(마스킹),김동학,미착수,담당맞음,merged-owner_side,,SB-042 stub — huni-skin-shopby/src/components/auth/find-id-form.tsx:50-56 (토스트 '준비 중')
3.회원·마이페이지·클레임,원장,STD-MEM-009,비밀번호 재설정(이메일 링크),김동학,미착수,담당맞음,merged-owner_side,,SB-042 stub — find-id-form.tsx:50-56
3.회원·마이페이지·클레임,원장,STD-MEM-010,카카오 소셜 로그인,김동학,부분,담당맞음,merged-owner_side,,SB-041 stub — huni-skin-shopby/src/components/auth/sns-buttons.tsx:74-80 (토스트만·signIn 미호출) · D-16 providers 빈 배열
3.회원·마이페이지·클레임,원장,STD-MEM-011,네이버 소셜 로그인,김동학,부분,담당맞음,merged-owner_side,,SB-041 stub — sns-buttons.tsx:74-80 · D-16
3.회원·마이페이지·클레임,원장,STD-MEM-012,구글/애플 소셜 로그인,김동학,부분,담당맞음,merged-owner_side,,SB-041 stub — sns-buttons.tsx:74-80 · D-16
3.회원·마이페이지·클레임,원장,STD-MEM-013,로그인 세션 유지·자동 갱신,김동학,부분,담당맞음,merged-owner_side,,SB-040 done — huni-skin-shopby/src/lib/auth/auth.config.ts:18-22 · src/app/api/shop/[...path]/route.ts:20-27
3.회원·마이페이지·클레임,원장,STD-MEM-015,회원정보 수정(비밀번호 재확인),김동학,부분,담당맞음,merged-owner_side,,huni-skin-shopby/src/lib/api/hooks/use-profile.ts:42
3.회원·마이페이지·클레임,원장,STD-MEM-016,비밀번호 변경,김동학,부분,담당맞음,merged-owner_side,,huni-skin-shopby/src/lib/api/hooks/use-profile.ts:42
3.회원·마이페이지·클레임,원장,STD-MEM-017,회원탈퇴,김동학,부분,담당맞음,merged-owner_side,,huni-skin-shopby/src/lib/api/hooks/use-profile.ts:112 · src/components/mypage/withdraw-section.tsx:4
3.회원·마이페이지·클레임,원장,STD-MEM-022,로그인 식별자 정책(이메일 전용 vs 아이디) 확정·테스트회원 계정 정비,김동학,미착수,재배정,evidence-path,,https://shopby.huniprinting.co.kr/login 테스트회원 ID 입력 → 「올바른 이메일 형식이 아닙니다」 @ 2026-09-16 21:30
3.회원·마이페이지·클레임,원장,STD-MEM-024,소셜 최초 로그인 가입완료(WAITING→ACTIVE) 추가정보 화면 실검증 — 약관 타입·필수항목이 몰 설정과 맞는지,김동학,미착수,담당맞음,merged-owner_side,,commit 4f33a67 · huni-skin-shopby/src/app/api/auth/social-join/route.ts:1-9 · https://shopby.huniprinting.co.kr/social-join 200 「추가정보 입력」 @ 2026-09-16 22:00
3.회원·마이페이지·클레임,원장,STD-MYP-001,주문 목록 조회,김동학,부분,담당맞음,merged-owner_side,,huni-skin-shopby/src/lib/api/hooks/use-my-orders.ts:84
3.회원·마이페이지·클레임,원장,STD-MYP-002,주문 상세 조회(사양·파일·상태),김동학,부분,담당맞음,merged-owner_side,,huni-skin-shopby/src/lib/api/hooks/use-my-orders.ts:84 (목록/상세)
3.회원·마이페이지·클레임,원장,STD-MYP-003,편집상품 미리보기,서희항+김동학,미착수,분할,manual-read,,SB-020 stub — huni-skin-shopby/src/components/product/configurator-actions.tsx:170-176 (onClick 없음)
3.회원·마이페이지·클레임,원장,STD-MYP-004,옵션보관함 저장/불러오기,김동학,미착수,재배정,merged-owner_side,,[L4b보강] huni-skin-shopby/src/components/cart/cart-page.tsx:6 ('shopby 장바구니에는 보관함(draft) 개념이 없어 단일 목록으로 렌더')
3.회원·마이페이지·클레임,원장,STD-MYP-005,보관 기간 정책 적용·만료 처리,김동학,미착수,재배정,merged-owner_side,,print-kb/wiki/policy/mypage.md#MYP-01 3개월 권장 · L4 사유: new — 보관 만료 정책은 화면이 아니라 배치 규칙이라 legacy 화면 분모에 수록된 적 없음. 근거 print-kb/mypage.md(ia.md 오염 아님).
3.회원·마이페이지·클레임,원장,STD-MYP-006,프린팅머니 잔액·내역 조회,김동학,부분,담당맞음,merged-owner_side,,huni-skin-shopby/src/lib/api/hooks/use-points.ts:22
3.회원·마이페이지·클레임,원장,STD-MYP-007,프린팅머니 충전(PG 결제→적립 전환),김동학,부분,담당맞음,merged-owner_side,,SB-051 stub — huni-skin-shopby/src/components/mypage/point-section.tsx:11-14 → src/lib/legacy-data/hooks.ts:423-432 (no-op)
3.회원·마이페이지·클레임,원장,STD-MYP-010,보유 쿠폰 목록,김동학,부분,담당맞음,merged-owner_side,,huni-skin-shopby/src/lib/api/hooks/use-coupons.ts:71
3.회원·마이페이지·클레임,원장,STD-MYP-011,쿠폰 번호 등록,김동학,부분,담당맞음,merged-owner_side,,huni-skin-shopby/src/lib/api/hooks/use-coupons.ts:71
3.회원·마이페이지·클레임,원장,STD-MYP-012,내 리뷰 작성·조회,김동학,부분,담당맞음,merged-owner_side,,huni-skin-shopby/src/lib/api/hooks/use-review-write.ts:38 · use-my-reviews.ts:84
3.회원·마이페이지·클레임,원장,STD-MYP-013,내 상품Q&A/1:1문의 조회,김동학,미착수,담당맞음,merged-owner_side,,SB-056 absent — huni-skin-shopby/src/app/(main) 하위 inquiry/qna 라우트 부재
3.회원·마이페이지·클레임,원장,STD-MYP-014,증빙서류 발급내역 조회,김동학,미착수,담당맞음,merged-owner_side,,SB-053 stub — huni-skin-shopby/src/components/mypage/document-section.tsx:1-6 (정적 표 UI·API 호출 0) · D-18 endpoint='(호출 지점 없음)'
3.회원·마이페이지·클레임,원장,STD-MYP-015,현금영수증 정보 관리,김동학,미착수,담당맞음,merged-owner_side,,SB-053 stub — document-section.tsx:1-6 · D-18 호출 지점 없음
3.회원·마이페이지·클레임,원장,STD-MYP-016,배송지 주소록 관리,김동학,부분,담당맞음,merged-owner_side,,SB-048 done — huni-skin-shopby/src/lib/api/hooks/use-shipping-address.ts:65-125 · SB-028 src/components/checkout/address-modal.tsx:1
3.회원·마이페이지·클레임,원장,STD-MYP-017,마이페이지 메인 대시보드(주문요약·프린팅머니·쿠폰 한눈에),김동학,부분,담당맞음,merged-owner_side,,"L3/legacy-normalized.json#F-029,IA-029,SCOPE-029 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:30 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A30:K30 · L2/as-is-inventory.csv#SB-044 huni-skin-shopby/src/components/mypage/dashboard-section.tsx:17-59"
3.회원·마이페이지·클레임,원장,STD-MYP-018,마이페이지 서브메인(기능군 랜딩) 화면,김동학,부분,담당맞음,merged-owner_side,,"L3/legacy-normalized.json#F-030,IA-030,SCOPE-030 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:31 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A31:K31 || P1판정(260902): huni-skin-shopby/src/app/(main)/mypage/page.tsx:10 DashboardSection · layout.tsx (중첩 라우트 전환)"
3.회원·마이페이지·클레임,원장,STD-MYP-019,마이페이지 통합 검색결과 LIST 화면,김동학,미착수,재배정,merged-owner_side,,"L3/legacy-normalized.json#F-031,IA-031,SCOPE-031 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:32 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A32:K32 || P1판정(260902): huni-skin-shopby 전수 grep 'mypage.*search' 0건(260902) — 마이페이지 통합 검색 라우트 없음"
3.회원·마이페이지·클레임,원장,STD-MYP-020,사업자정보 목록,김동학,미착수,담당맞음,merged-owner_side,,https://www.huniprinting.com/mypage/tax01.asp @ 2026-09-16 21:33
3.회원·마이페이지·클레임,원장,STD-MYP-021,사업자정보 등록(쓰기),김동학,미착수,담당맞음,merged-owner_side,,https://www.huniprinting.com/mypage/tax01.asp @ 2026-09-16 21:33
3.회원·마이페이지·클레임,원장,STD-MYP-030,"편집 디자인 보관함 — 편집 종료 후 보관, 장바구니 담기 전까지 수정 가능",김동학+서희항,부분,분할,merged-owner_side,,후니정기미팅 정리260915.html §디자인 상품·편집기·보관함 · 확정 7 / 후니-오픈잔여작업-실무진안내_260909.html §항목 11 · ④ 완료 기준
3.회원·마이페이지·클레임,원장,STD-MYP-032,편집 후 장바구니를 누르지 않고 이탈한 고객 안내 방법,김동학,미착수,재배정,rule-step,,후니정기미팅 정리260915.html §디자인 상품·편집기·보관함 · 미결 3
3.회원·마이페이지·클레임,원장,STD-MYP-034,증빙 신청 탭 3개(신청 가능 / 신청 완료 / 신용카드 결제),김동학,미착수,담당맞음,merged-owner_side,,후니정기미팅 정리260915.html §증빙서류 · 확정 3
3.회원·마이페이지·클레임,원장,STD-MYP-035,현금 결제 건만 신청 대상 — 세금계산서·현금영수증 중 택1,김동학,미착수,담당맞음,merged-owner_side,,후니정기미팅 정리260915.html §증빙서류 · 확정 4
3.회원·마이페이지·클레임,원장,STD-MYP-036,카드 결제 건·발행 완료 건은 목록에 보이되 비활성+사유 표시,김동학,미착수,담당맞음,merged-owner_side,,후니정기미팅 정리260915.html §증빙서류 · 확정 5
3.회원·마이페이지·클레임,원장,STD-MYP-037,프린트머니 증빙 발행 규칙 — 충전 시 충전액·주문 시 실결제액·환불 시 마이너스 계산서,김동학,미착수,담당맞음,rule-step,,후니정기미팅 정리260915.html §증빙서류 · 확정 7
3.회원·마이페이지·클레임,원장,STD-MYP-054,마이포인트(/mypage/point·shopby 적립금)와 프린팅머니(/mypage/money·UI 전용) 메뉴 중복 정리 — 노출 메뉴·명칭 확정,김동학,미착수,재배정,evidence-path,,huni-skin-shopby/src/components/mypage/mypage-shared.tsx:14-15 NAV 두 항목 · commit 2092b12
3.회원·마이페이지·클레임,원장,STD-SHP-014,고객 배송 조회(택배사 추적),김동학,부분,담당맞음,merged-owner_side,,"huni-skin-shopby/src/lib/api/hooks/use-my-orders.ts:84,354"
3.회원·마이페이지·클레임,원장,STD-SHP-015,배송지 변경/추가,김동학,부분,담당맞음,merged-owner_side,,huni-skin-shopby/src/lib/api/hooks/use-shipping-address.ts:65-125 (CRUD·기본배송지)
3.회원·마이페이지·클레임,원장,STD-SYS-012,본인인증 서비스 연동,김동학,부분,재배정,merged-owner_side,본인인증 서비스 연동 = 가입·회원정보 경로(STD-MEM-003 과 같은 자리),SB-043 absent(grep 무결과) · L2 D-17 endpoint='(호출 지점 없음)'
3.회원·마이페이지·클레임,원장,STD-SYS-014,택배사 배송추적 연동,김동학,부분,담당맞음,merged-owner_side,택배사 배송추적 연동 = STD-SHP-014 고객 배송조회의 뒷면,huni-shopby/01_research/order-to-delivery-contract.md §2.1 deliveryCompanyType · L4 사유: 택배사 연동·송장·배송추적 경로 미확인. L2 연계서비스 18건에도 택배사 없음.
3.회원·마이페이지·클레임,원장,T3-2,로그인 성공인데 오류 문구·리다이렉트 없음 수정(D-2) + 회원 이관 경로 확정,김동학+신우진,부분,분할,rule-track,,_workspace/huni-launch-runway/07_rebaseline/S/S6-defects/defect-code-analysis.md:24
3.회원·마이페이지·클레임,원장,T3-4,마이페이지 배송지 결함·비로그인 노출·홈/목록 더미 정리,김동학,부분,담당맞음,rule-step,,_workspace/huni-launch-runway/07_rebaseline/S/S6-defects/defect-code-analysis.md:58
3.회원·마이페이지·클레임,원장,T3-5,취소·반품·문의 — 범위 결정 후 스킨 버튼·문의 라우트 구현,신우진+김동학,없음,분할,rule-track,,_workspace/huni-launch-runway/07_rebaseline/S/S5-plan/status-28.csv:23
3.회원·마이페이지·클레임,신규제안,NEW-M10,샵바이 알림(SMS·알림톡) 본문 링크 목적지 정합 확인,김동학,원장행 없음,,t61-manual-read,provided 판정은 「샵바이가 발송한다」까지다. headless 라 알림 본문의 주문조회 링크가 어느 몰을 가리키는지는 별개 — 확인·설정(config) 행이 원장에 0,t56/rejudge.csv STD-SHP-016(provided 판정 · 「연동·확인만 최숙진」) · huni-mall 도메인 shopby.huniprinting.co.kr(migration-plan.md:82)
3.회원·마이페이지·클레임,신규제안,NEW-M8,구 사이트 회원 이관 수용 경로(members/external/id) 채택 판정,김동학,원장행 없음,,t61-manual-read,T3-2 가 「회원 이관 경로 확정」을 안건으로만 들고 있다. 최신본에 외부 ID 조회 경로가 생겨 이관 설계의 갈래가 바뀐다,t61/spec-latest/member-server-public.yml `/members/external/id`(최신본 신규) · huni-mall grep -rF 'members/external/id' src/ → 0건
3.회원·마이페이지·클레임,신규제안,NEW-M9,마케팅 수신동의 화면(my/marketing-privacy) 배선,김동학,원장행 없음,,t61-manual-read,STD-MEM-002(약관 동의)의 마이페이지 쪽 짝이 원장에 0. 수신동의 철회 창구는 오픈 전 법정 요건에 걸린다,t61/spec-latest/member-shop-public.yml `/my/marketing-privacy`(최신본 신규) · huni-mall grep -rF 'marketing-privacy' src/ → 0건
4.페이지빌더·정보화면 도구,원장,STD-ADC-002,회원등급 수동 조정,김동학,미착수,담당맞음,rule-step,,print-kb/wiki/policy/membership-auth.md#MEM-06 · L4 사유: grade_cd ↔ 샵바이 memberGrade 매핑이 미결(X-DEC-GRADE) — 등급가가 걸려 돈 영향
4.페이지빌더·정보화면 도구,원장,STD-ADC-005,쿠폰 생성·발행 관리,김동학,미착수,담당맞음,rule-step,,print-quote/04_design/ia.md §2.3 SM-A-43 · L4 사유: 고객측 쿠폰 조회/등록은 done(SB-049)이나 운영자 발행 화면 근거 없음
4.페이지빌더·정보화면 도구,원장,STD-ADC-012,대량견적/기업상담/디자인상담 접수 관리,김동학,미착수,담당맞음,rule-step,,print-quote/04_design/ia.md §2.3 SM-A-32 SM-A-33 SM-A-34 · L4 사유: 대량견적·기업상담·디자인상담 접수 관리 화면 근거 없음
4.페이지빌더·정보화면 도구,원장,STD-ADC-013,메인/기획전 배너 관리,김동학,미착수,담당맞음,rule-step,,print-quote/04_design/ia.md §2.1 메인 · L4 사유: 메인 배너·BEST 큐레이션의 데이터원이 legacy mock 빈배열/정적 상수(SB-002 stub·SB-003 partial) — 운영자가 바꿀 자리가 없다
4.페이지빌더·정보화면 도구,원장,STD-ADC-015,매장(거래처) 게시판 관리,김동학,미착수,담당맞음,evidence-path,,"L3/legacy-normalized.json#F-096,IA-096,SCOPE-096 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:97 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A97:K97 || P1판정(260902): huni-skin-shopby 전수 grep '거래처 게시판|매장' 0건 · 운영자 기능은 셀러어드민 소관"
4.페이지빌더·정보화면 도구,원장,STD-ADC-016,체험단 모집·신청내역 관리(운영자),김동학,미착수,담당맞음,evidence-path,,"L3/legacy-normalized.json#F-121,IA-121,SCOPE-121 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:122 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A122:K122 || P1판정(260902): huni-skin-shopby 전수 grep '체험단' 0건"
4.페이지빌더·정보화면 도구,원장,STD-ADP-015,상품 상세페이지 콘텐츠 편집,김동학,부분,담당맞음,manual-read,,huni-skin-shopby/src/app/(main)/product/[slug]/page.tsx:51-56 Pie Canvas 발행 상세탭 조회
4.페이지빌더·정보화면 도구,원장,STD-CAT-019,인쇄 가이드 콘텐츠(11종),최숙진+김동학,부분,분할,merged-owner_side,인쇄 가이드 11종 = 가이드북 콘텐츠 그릇(t56 분할: 원고=최숙진/화면·스텁=김동학) — t59 ①과 짝,"huni-skin-shopby/src/lib/guide-data.ts:41-50,158-202"
4.페이지빌더·정보화면 도구,원장,STD-CAT-034,상세페이지 탭 6종 자동 등록(디자인가이드·디자인보기 포함),김동학+서희항+최숙진,부분,분할,merged-owner_side,상세탭 6종 자동 등록 = 탭 그릇 만드는 도구(t56 3분할) — t59 ②와 짝,후니정기미팅 정리260915.html §디자인 상품·편집기·보관함 · 확정 3 / 후니-오픈잔여작업-실무진안내_260909.html §항목 2 · ④ 완료 기준
4.페이지빌더·정보화면 도구,원장,STD-INF-001,회사소개 페이지,김동학,부분,재배정,merged-owner_side,,"L3/legacy-normalized.json#IA-083,SCOPE-083 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A84:K84 · L2/as-is-inventory.csv#SB-058 huni-skin-shopby/src/app/(main)/company/page.tsx:1"
4.페이지빌더·정보화면 도구,원장,STD-INF-005,공지사항 고객 화면(목록·상세),김동학+최숙진,부분,분할,merged-owner_side,,https://shopby.huniprinting.co.kr/notice @ 2026-09-16 21:27
4.페이지빌더·정보화면 도구,원장,STD-INF-006,자주묻는질문(FAQ) 고객 화면,김동학,미착수,담당맞음,merged-owner_side,,https://shopby.huniprinting.co.kr/faq 404 @ 2026-09-16 21:27
4.페이지빌더·정보화면 도구,원장,STD-INF-007,가이드북 고객 화면(작업 유의사항 11종),최숙진+김동학,부분,분할,merged-owner_side,,https://shopby.huniprinting.co.kr/guide @ 2026-09-16 21:27
4.페이지빌더·정보화면 도구,원장,STD-INF-008,푸터 SNS 4종·입점제휴문의·카톡상담 링크가 '#',김동학,미착수,재배정,merged-owner_side,,https://shopby.huniprinting.co.kr/ @ 2026-09-16 21:26
4.페이지빌더·정보화면 도구,원장,STD-INF-012,뉴스·소식 공간 신설(갤러리형/게시판형/커뮤니티형 중 택1 + 메뉴명),김동학,미착수,재배정,merged-owner_side,,후니-오픈잔여작업-실무진안내_260909.html §항목 5 · ④ 완료 기준
4.페이지빌더·정보화면 도구,원장,STD-INF-013,저장소 문서 stale 정비 — docs/api/README 「코드는 아직 backend API 기준」·frontend README 「서버 확정 시 기입」·연동 현황 보고서(9/2) 갱신,김동학,미착수,담당맞음,merged-owner_side,,huni-skin-shopby/docs/api/README.md:16-17 · docs/api/frontend/README.md:5-7 · artifacts/shopby-integration-status-report.md:6(2026-09-02 기준)
4.페이지빌더·정보화면 도구,원장,STD-PRM-010,기획전/할인 이벤트 페이지,김동학,미착수,담당맞음,merged-owner_side,기획전/할인 이벤트 페이지 = 페이지빌더로 만드는 콘텐츠 면(STD-ADC-013 배너 관리와 짝),SB-001 partial — huni-skin-shopby/src/lib/legacy-data/hooks.ts:352-360 (프로모 데이터원 legacy mock 빈배열)
4.페이지빌더·정보화면 도구,원장,STD-PRM-011,체험단 모집·신청·당첨·후기,김동학,미착수,재배정,merged-owner_side,체험단 모집·신청·당첨·후기 = STD-ADC-016 운영 도구와 한 벌,print-kb/wiki/policy/custom-dev.md#CST-05 · L4 사유: 체험단 native 지원 범위 미확인. 3차 후보.
4.페이지빌더·정보화면 도구,원장,STD-PRM-016,이용후기 메인(전체 리뷰 모아보기),김동학,미착수,재배정,merged-owner_side,이용후기 메인(전체 리뷰 모아보기) = 콘텐츠 면,https://shopby.huniprinting.co.kr/ @ 2026-09-16 21:26
4.페이지빌더·정보화면 도구,원장,STD-PRM-017,[구IA#71] 체험단관리 (등록/수정/신청내역),김동학,미실측,재배정,rule-step,[구IA#71] 체험단관리 = STD-ADC-016 과 같은 안건(중복 가능 · 미실측),IA No.71 체험단관리 · 신규 어디에도 없음 @ 2026-09-16 21:28
4.페이지빌더·정보화면 도구,원장,STD-SYS-021,페이지 빌더(운영자 화면 편집),김동학,미착수,담당맞음,merged-owner_side,페이지빌더(운영자 화면 편집) = ④의 본체. ⑤ 인프라 행이 아니다,print-quote/04_design/ia.md §2.3 빌더 트랙 · L4 사유: 페이지빌더 게이트 NO-GO — 문서 정본 승격 불가. 15건 전부 미해소.
4.페이지빌더·정보화면 도구,원장,STD-SYS-049,Railway `vc_v_product_detail_tabs` 직접 SELECT — pg.Pool 타임아웃 없음·DDL 소유자 미정(계약 협상),김동학,미착수,담당맞음,merged-owner_side,vc_v_product_detail_tabs 직접 SELECT = 발행본 읽는 배선(publications.ts:85) — 상세탭 도구축,huni-skin-shopby/src/lib/printly/publications.ts:48-56 Pool 옵션 없음·84-85 SELECT · SPEC-TAKEOVER-001 D-2 · 포크 M5(commit 5366dac) 타임아웃 적용
4.페이지빌더·정보화면 도구,원장,T5-3,법정 표기 단일화(사업자번호 206-29-88022 우세)·증빙 화면 목업 제거(D-5),김동학+최숙진,부분,분할,rule-track,,_workspace/huni-launch-runway/07_rebaseline/S/S6-defects/defect-code-analysis.md:68
4.페이지빌더·정보화면 도구,신규제안,NEW-M11,상세탭 발행본 미보유 상품의 폴백 정리(핀버튼 샘플·고정 고시값),김동학,원장행 없음,,t61-manual-read,t59 ②가 콘텐츠(최숙진) 쪽에서 같은 자리를 지적했다. 발행본이 없을 때 **무엇을 띄울지**는 도구·화면 쪽 일이고 그 행이 원장에 0,/Users/innojini/Dev/huni-skin-shopby/src/components/product/product-sections.tsx:14-46(차별점 핀버튼 카피)·:146-153(유의사항 고정값) · src/app/(main)/product/[slug]/page.tsx:49-56
4.페이지빌더·정보화면 도구,신규제안,NEW-M13,게시판 미리보기 신규 경로(boards/{boardNo}/posts/previews) 채택 판정,김동학,원장행 없음,,t61-manual-read,공지·FAQ·Q&A 의 **관리**는 셀러어드민 provided 이고 **고객 화면**은 huni-mall 몫이다. 목록 미리보기 경로가 최신본에 생겨 홈·마이페이지 요약 구현이 쉬워진다 — 4월본 기준 원장에 없는 갈래,t61/spec-latest/manage-shop-public.yml `/boards/{boardNo}/posts/previews`(최신본 신규) · 고객 화면 짝 = STD-INF-005·006 · STD-CLM-016·017 · STD-CAT-013
5.Lightsail 이전·시스템배선,원장,BLK-S4-6,[선행 입력] Vercel 프로젝트 접근 · 현재 `DATABASE_URL`·`NEXTAUTH_URL` 소재 · 리다이렉트 설정 유무,김동학·PM+신우진,미착수,분할,rule-track,,.moai/specs/SPEC-LAUNCHPLAN-001/research.md:345
5.Lightsail 이전·시스템배선,원장,F4-2,`deploy.yml` 스킨판 작성(webadmin 것을 본떠 OIDC→ECR→push-container-image→env 조립→deployment) + 헬스체크 경로 결정(`/` 또는 신설 `/api/health`),김동학,미착수,담당맞음,merged-owner_side,,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:79
5.Lightsail 이전·시스템배선,원장,F4-3,env 이관 — `.env.example` 기준 필수: `AUTH_SECRET`·`NEXTAUTH_URL`·`AUTH_GOOGLE/NAVER/KAKAO_ID+SECRET`(6)·`DATABASE_URL`·`PRINTLY_DB_URL`(→webapp)·`PRINTLY_WORKSPACE_I,김동학,미착수,담당맞음,merged-owner_side,,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:80
5.Lightsail 이전·시스템배선,원장,F4-4,`DATABASE_URL`(Prisma) 목적지 결정: Lightsail PG `webapp` 로 합칠지 별도 DB 로 갈지 → `migrator` 스테이지 1회 실행(`pgcrypto`·`citext` 확장 필요),김동학,미착수,담당맞음,merged-owner_side,,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:81
5.Lightsail 이전·시스템배선,원장,F4-5,DNS `shopby.huniprinting.co.kr` → Lightsail 스킨 + 인증서 · `NEXTAUTH_URL=https://shopby.huniprinting.co.kr` 고정,김동학,미착수,담당맞음,merged-owner_side,,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:82
5.Lightsail 이전·시스템배선,원장,F4-6,소셜 콜백 검증: 구글·네이버·카카오 콘솔 Redirect URI = `${NEXTAUTH_URL}/oauth/callback` 인지 + 각 1회 로그인,김동학,미착수,담당맞음,merged-owner_side,,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:83
5.Lightsail 이전·시스템배선,원장,F4-7,vercel.app 리다이렉트: 코드에 없음(§1 마지막 행). Vercel 대시보드 리다이렉트·도메인 설정을 PM 이 확인해 이관 여부 결정,김동학,미착수,재배정,merged-owner_side,,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:84
5.Lightsail 이전·시스템배선,원장,F4-8,Vercel 프로젝트 정지(오픈 테스트 통과 후),김동학,미착수,재배정,merged-owner_side,,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:85
5.Lightsail 이전·시스템배선,원장,STD-SYS-001,관리자 계정 등록·관리,김동학,부분,담당맞음,evidence-path,,SB-059 stub — huni-skin-shopby/src/app/(admin)/admin/page.tsx:1-8 (자리표시) · WA-058 partial — raw/webadmin/webadmin/catalog/admin.py:2242-2310
5.Lightsail 이전·시스템배선,원장,STD-SYS-002,역할 기반 세분 권한 제어,김동학,부분,담당맞음,evidence-path,,SB-060 partial — huni-skin-shopby/src/proxy.ts:21-23 (ADMIN 검사 미활성 주석) · src/lib/api/hooks/use-admins.ts:20
5.Lightsail 이전·시스템배선,원장,STD-SYS-015,웹 로그/전환 분석 도구 연동,김동학,미착수,담당맞음,merged-owner_side,,[L4b보강] huni-skin-shopby/src 전역 gtag|GA4|googletagmanager|analytics grep 무결과
5.Lightsail 이전·시스템배선,원장,STD-SYS-019,반응형/모바일 대응,김동학,미착수,담당맞음,rule-track,,print-story/02_capture/order-flow-steps.md §A 위젯 높이 2130px 실측 · L4 사유: new — 반응형은 전 화면 횡단 품질축이라 화면 단위 legacy 분모에 행이 없다. 근거 print-story 실측(오염 아님). L2 가 판정하지 않아 상태 미상.
5.Lightsail 이전·시스템배선,원장,STD-SYS-020,SEO 메타·사이트맵,김동학,미착수,담당맞음,evidence-path,,[L4b보강] huni-skin-shopby/src 전역 sitemap|robots grep 무결과
5.Lightsail 이전·시스템배선,원장,STD-SYS-022,구 사이트 → 신규 사이트 URL 리다이렉트,김동학,미착수,담당맞음,rule-track,,print-kb/wiki/policy/membership-auth.md#MEM-01 마이그레이션 파생 · L4 사유: 구 URL 리다이렉트 맵·이전 사이트 종료 계획 미확인.
5.Lightsail 이전·시스템배선,원장,STD-SYS-024,보호 라우트 리다이렉트가 vercel.app 도메인으로 튐(마이페이지·/admin),김동학,미착수,담당맞음,merged-owner_side,,https://shopby.huniprinting.co.kr/mypage → https://huni-skin-shopby.vercel.app/login?callbackUrl=%2Fmypage @ 2026-09-16 21:27
5.Lightsail 이전·시스템배선,원장,STD-SYS-036,쇼핑몰 도메인·SNS 콜백 URL 정합(shopby.huniprinting.com / shoby.huniprinting.com / shoby.huniprinting.co.kr),김동학,미착수,담당맞음,merged-owner_side,,https://service.shopby.co.kr/mall/modification/81683 @ 2026-09-16 21:31 — PC 웹 도메인 https://shopby.huniprinting.com/ · 모바일 웹 https://shoby.huniprinting.com · SNS 콜백 PC https://shoby.huniprinting.co.kr/callback/auth-callback · 실제 신규몰(p1)=https://shopby.huniprinting.co.kr/ (R/R1d/evidence/20-mall-list.txt·24-mall-modification.txt)
5.Lightsail 이전·시스템배선,원장,STD-SYS-043,[보안 Critical] /api/shopby 서버(파트너) API 범용 프록시가 인증·경로 화이트리스트 없이 파트너 비밀 토큰 중계,김동학,미착수,담당맞음,evidence-path,,huni-skin-shopby/src/app/api/shopby/[...path]/route.ts:20-30 가드 없음 · artifacts/audit/iteration-1/report.md:27-33 C1·35 H1 · 포크 huni-skin-next/src/lib/api/server/shopby-proxy-guard.ts(default-deny)
