prd_cd,prd_nm,axis,verdict,evidence
PRD_000047,소량전단지,인쇄옵션,MATCH,"권위 인쇄옵션 ↔ 라이브 processes 적재(코팅=True,접지=False,별색=False)"
PRD_000047,소량전단지,판형,MATCH,권위 판형 ['316x467'] ↔ 라이브 출력판형 ['316x467']
PRD_000047,소량전단지,자재,MATCH,권위=*별도설정·라이브 47종
PRD_000047,소량전단지,공정,MATCH,"권위 공정 ↔ 라이브 후가공 적재 (['가변텍스트', '가변이미지'])"
PRD_000047,소량전단지,묶음수,N/A,건수 미표기·라이브 0
PRD_000047,소량전단지,페이지룰,N/A,낱장 상품·page_rule 없음(판수=잡음)
PRD_000048,접지리플렛,사이즈코드,MISSING,"권위 ['3x3', '3x4', '4x3', '4x4', 'A3 (반접지)', 'A4 (반접지)', 'A5 (반접지)'] 라이브 0"
PRD_000048,접지리플렛,도수,MATCH,권위 ['양면'] ↔ 라이브 print_side ['양면']·print_opt_cd 적재
PRD_000048,접지리플렛,인쇄옵션,MISMATCH,"권위 인쇄옵션 ['코팅없음', '무광코팅(단면)', '무광코팅(양면)']... 라이브 미적재: ['접지']"
PRD_000048,접지리플렛,판형,MATCH,권위 판형 ['316x467'] ↔ 라이브 출력판형 ['316x467']
PRD_000048,접지리플렛,자재,MATCH,권위=*별도설정·라이브 47종
PRD_000048,접지리플렛,공정,MATCH,"권위 공정 ↔ 라이브 후가공 적재 (['가변텍스트', '가변이미지'])"
PRD_000048,접지리플렛,묶음수,N/A,건수 미표기·라이브 0
PRD_000048,접지리플렛,페이지룰,N/A,낱장 상품·page_rule 없음(판수=잡음)
PRD_000049,와이드 접지리플렛,사이즈코드,MISSING,"권위 ['3x3', '3x4'] 라이브 0"
PRD_000049,와이드 접지리플렛,도수,MATCH,권위 ['양면'] ↔ 라이브 print_side ['양면']·print_opt_cd 적재
PRD_000049,와이드 접지리플렛,인쇄옵션,MATCH,"권위 인쇄옵션 ↔ 라이브 processes 적재(코팅=True,접지=True,별색=False)"
PRD_000049,와이드 접지리플렛,판형,MISMATCH,"권위 ['330x660'] vs 라이브 ['635x303', '644x303', '646x303']"
PRD_000049,와이드 접지리플렛,자재,MATCH,권위 5종 ↔ 라이브 5종 (표기차 g단위 정규화 일치)
PRD_000049,와이드 접지리플렛,공정,MATCH,"권위 공정 ↔ 라이브 후가공 적재 (['가변텍스트', '가변이미지'])"
PRD_000049,와이드 접지리플렛,묶음수,N/A,건수 미표기·라이브 0
PRD_000049,와이드 접지리플렛,페이지룰,N/A,낱장 상품·page_rule 없음(판수=잡음)
PRD_000050,봉투제작,사이즈코드,MISSING,"권위 ['대봉투', '소봉투', '자켓봉투', '티켓봉투'] 라이브 0"
PRD_000050,봉투제작,도수,N/A,도수 미사용·라이브 0
PRD_000050,봉투제작,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000050,봉투제작,판형,CONFIRM,"권위 출력용지규격 빈값(비판형) vs 라이브 plate ['238x262', '225x193', '510x387', '262x238'] — 체크리스트 needed=Y vs 도메인 needed=N 충돌"
PRD_000050,봉투제작,자재,MATCH,권위 3종 ↔ 라이브 3종 (표기차 g단위 정규화 일치)
PRD_000050,봉투제작,공정,N/A,후가공 미사용·라이브 후가공 0
PRD_000050,봉투제작,묶음수,N/A,건수 미표기·라이브 0
PRD_000050,봉투제작,페이지룰,N/A,낱장 상품·page_rule 없음(판수=잡음)
PRD_000051,썬캡,사이즈코드,MATCH,권위 1 ↔ 라이브 1 일치
PRD_000051,썬캡,도수,MATCH,권위 ['단면'] ↔ 라이브 print_side ['단면']·print_opt_cd 적재
PRD_000051,썬캡,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000051,썬캡,판형,CONFIRM,권위 출력용지규격 빈값(비판형) vs 라이브 plate ['313x400'] — 체크리스트 needed=Y vs 도메인 needed=N 충돌
PRD_000051,썬캡,자재,MATCH,권위 1종 ↔ 라이브 1종 (표기차 g단위 정규화 일치)
PRD_000051,썬캡,공정,N/A,후가공 미사용·라이브 후가공 0
PRD_000051,썬캡,묶음수,N/A,건수 미표기·라이브 0
PRD_000051,썬캡,페이지룰,N/A,낱장 상품·page_rule 없음(판수=잡음)
PRD_000100,포토북 [디자인명],사이즈코드,MATCH,"권위 8x8(200x200)·세트 본체에 4 siz(A5/A4/8x8/10x10) 적재. 8x8(SIZ_000269) 권위행 포함→MATCH(본체가 size superset 보유)"
PRD_000100,포토북 [디자인명],도수,MATCH,"권위 내지양면+표지단면. 라이브 print_options 2행(POPT_000002 양면/POPT_000001 단면)·print_opt_cd 적재"
PRD_000100,포토북 [디자인명],인쇄옵션,N/A,needed=N(별색/코팅/커팅/접지 미사용)·라이브 해당 공정 family 0
PRD_000100,포토북 [디자인명],판형,MATCH,"권위 내지203x203·표지460x235→출력판형. 라이브 plate_sizes 11행(203x203 SIZ_000270·460x235 SIZ_000272 포함)·단 output_paper_typ_cd=NULL(판형타입 미표기)"
PRD_000100,포토북 [디자인명],자재,MATCH,"권위 내지몽블랑130(usage내지)·표지 하드/레더/소프트/아트250+무광코팅·면지그레이. 라이브 7 mat 슬롯별(USAGE.01 몽블랑130g·USAGE.02 커버5종·USAGE.03 그레이) 적재"
PRD_000100,포토북 [디자인명],공정,MATCH,"권위 표지무광코팅+제본PUR. 라이브 PROC_000015(무광)·PROC_000020(PUR제본 mand) 2행 적재"
PRD_000100,포토북 [디자인명],묶음수,N/A,needed=N(건수 미사용)·라이브 bundle 0
PRD_000100,포토북 [디자인명],페이지룰,MATCH,"권위 내지페이지 24~150 incr2. 라이브 page_rules min24/max150/incr2 적재(본체 귀속)"
PRD_000101,포토북 [디자인명]-내지(몽블랑130),자재,MATCH,"내지 권위 몽블랑130g. 본체 PRD_000100 USAGE.01 몽블랑130g 적재로 환원(반제품 자식행 미보유·세트 superset 모델)"
PRD_000101,포토북 [디자인명]-내지(몽블랑130),도수,MISSING,"내지 권위 양면. 반제품 101에 print_options 자식행 0(본체 100에만 양면 적재)·세트멤버 역할축 미환원"
PRD_000101,포토북 [디자인명]-내지(몽블랑130),판형,MISSING,"내지 권위 작업203x203/재단201x199. 101에 sizes·plate_sizes 자식행 0(본체에만)·역할축 미환원"
PRD_000101,포토북 [디자인명]-내지(몽블랑130),페이지룰,MISSING,"내지 권위 24~150 incr2(편집기). 101에 page_rules 0행(본체 100에만 적재)·반제품 역할축 미환원"
PRD_000102,포토북 [디자인명]-표지(하드커버),자재,MATCH,"표지 권위 하드커버 종이사양. 본체 USAGE.02 하드커버(MAT_000005) 적재로 환원"
PRD_000102,포토북 [디자인명]-표지(하드커버),도수,MISSING,"표지 권위 단면. 102 print_options 자식행 0(본체에만 단면)·역할축 미환원"
PRD_000102,포토북 [디자인명]-표지(하드커버),공정,MISSING,"표지 권위 무광코팅. 102 processes 자식행 0(본체 100에 무광 적재)·역할축 미환원"
PRD_000103,포토북 [디자인명]-표지(아트250+무광코팅),자재,MATCH,"표지 권위 아트250+무광코팅. 본체 USAGE.02 아트250+무광코팅(MAT_000250) 적재로 환원(단 복합표기 코팅 미분해=domain GAP)"
PRD_000103,포토북 [디자인명]-표지(아트250+무광코팅),도수,MISSING,"표지 권위 단면. 103 print_options 자식행 0·역할축 미환원"
PRD_000103,포토북 [디자인명]-표지(아트250+무광코팅),공정,MISSING,"표지 권위 무광코팅. 103 processes 자식행 0·역할축 미환원"
PRD_000104,포토북 [디자인명]-면지(그레이),자재,MATCH,"면지 권위 제본사양_면지(그레이). 본체 USAGE.03 그레이(MAT_000251) 적재로 환원"
PRD_000104,포토북 [디자인명]-면지(그레이),공정,MISSING,"면지 권위 제본PUR. 104 processes 자식행 0(본체 100에 PUR제본 적재)·역할축 미환원"
PRD_000105,포토북 [디자인명]-표지(레더하드커버),자재,MATCH,"표지 권위 레더하드커버. 본체 USAGE.02 레더하드커버(MAT_000006) 적재로 환원"
PRD_000105,포토북 [디자인명]-표지(레더하드커버),도수,MISSING,"표지 권위 단면. 105 print_options 자식행 0·역할축 미환원"
PRD_000105,포토북 [디자인명]-표지(레더하드커버),공정,MISSING,"표지 권위 무광코팅. 105 processes 자식행 0·역할축 미환원"
PRD_000106,포토북 [디자인명]-표지(레더),자재,MATCH,"표지 권위 레더. 본체 USAGE.02 레더(화이트)(MAT_000186) 적재로 환원"
PRD_000106,포토북 [디자인명]-표지(레더),도수,MISSING,"표지 권위 단면. 106 print_options 자식행 0·역할축 미환원"
PRD_000106,포토북 [디자인명]-표지(레더),공정,MISSING,"표지 권위 무광코팅. 106 processes 자식행 0·역할축 미환원"
PRD_000107,포토북 [디자인명]-표지(소프트커버),자재,MATCH,"표지 권위 소프트커버. 본체 USAGE.02 소프트커버(MAT_000007) 적재로 환원"
PRD_000107,포토북 [디자인명]-표지(소프트커버),도수,MISSING,"표지 권위 단면. 107 print_options 자식행 0·역할축 미환원"
PRD_000107,포토북 [디자인명]-표지(소프트커버),공정,MISSING,"표지 권위 무광코팅. 107 processes 자식행 0·역할축 미환원"
PRD_000108,탁상형캘린더,사이즈코드,MATCH,"권위 220x145·130x220(2 size). 라이브 sizes 2행(SIZ_000069 220x145·SIZ_000070 130x220)·cut/work 일치(work 224x149)"
PRD_000108,탁상형캘린더,도수,MATCH,"권위 양면. 라이브 POPT_000002(front/back CLR_000005=양면)·print_opt_cd 적재"
PRD_000108,탁상형캘린더,인쇄옵션,N/A,needed=N(별색/코팅/커팅/접지 미사용)
PRD_000108,탁상형캘린더,판형,MATCH,"권위 출력용지규격 316x467. 라이브 plate_sizes SIZ_000499(316x467)·output_paper_typ_cd=OUTPUT_PAPER_TYPE.01 적재"
PRD_000108,탁상형캘린더,자재,EXTRA,"권위 종이사양=몽블랑190g 등(usage.07 다수). 라이브 materials에 종이 8종+★삼각대(그레이)(MAT_000252)·링블랙(MAT_000253) 2행 혼입=공정의 자재 오염(EXTRA). 삼각대/링은 캘린더가공(공정)이지 종이자재 아님"
PRD_000108,탁상형캘린더,공정,MISMATCH,"권위 캘린더가공=삼각대(그레이)+링블랙. 라이브 processes=수축포장(PROC_000076)만·삼각대/링이 공정으로 미등록(자재로 잘못 들어감)=공정 MISSING+자재 EXTRA의 짝 결함"
PRD_000108,탁상형캘린더,묶음수,N/A,needed=N(건수 미사용)·라이브 bundle 0
PRD_000108,탁상형캘린더,페이지룰,MISSING,"권위 페이지사양 30P(캘린더 고정페이지=needed=Y). 라이브 page_rules 0행=누락"
PRD_000109,미니탁상형캘린더,사이즈코드,MATCH,"권위 90x100·148x60. 라이브 SIZ_000018(90x100)·SIZ_000071(148x60)·cut 일치"
PRD_000109,미니탁상형캘린더,도수,MATCH,"권위 양면. 라이브 POPT_000002 양면 적재"
PRD_000109,미니탁상형캘린더,인쇄옵션,N/A,needed=N(미사용)
PRD_000109,미니탁상형캘린더,판형,MATCH,"권위 316x467. 라이브 SIZ_000499 OUTPUT_PAPER_TYPE.01 적재"
PRD_000109,미니탁상형캘린더,자재,EXTRA,"권위 종이=몽블랑190g 등. 라이브 종이 7종+★링블랙(MAT_000253)·삼각대(블랙)(MAT_000254) 혼입=공정의 자재 오염(EXTRA)"
PRD_000109,미니탁상형캘린더,공정,MISSING,"권위 캘린더가공=삼각대(블랙)+링블랙. 라이브 processes 0행(수축포장도 없음)·삼각대/링이 자재로만 적재됨=공정 누락"
PRD_000109,미니탁상형캘린더,묶음수,N/A,needed=N
PRD_000109,미니탁상형캘린더,페이지룰,MISSING,"권위 26P(캘린더 고정페이지). 라이브 page_rules 0행=누락"
PRD_000110,엽서캘린더,사이즈코드,MATCH,"권위 145x145(엽서캘 대표). 라이브 sizes 6행(SIZ_000072 145x145 포함·기타 220x145/130x220/A5/220x130/145x300)·권위 145x145 포함→MATCH(라이브 size superset)"
PRD_000110,엽서캘린더,도수,MATCH,"권위 단면. 라이브 POPT_000001(front CLR_000005/back CLR_000001=단면) 적재"
PRD_000110,엽서캘린더,인쇄옵션,N/A,needed=N(미사용)
PRD_000110,엽서캘린더,판형,MATCH,"권위 316x467. 라이브 SIZ_000499 OUTPUT_PAPER_TYPE.01 적재"
PRD_000110,엽서캘린더,자재,MATCH,"권위 종이=몽블랑190g 등. 라이브 materials 종이 10종(USAGE.07)·삼각대/링 오염 없음→깨끗"
PRD_000110,엽서캘린더,공정,EXTRA,"권위 캘린더가공 빈칸(엽서캘=가공없음·거치대는 추가상품). 라이브 processes=타공(PROC_000079) 1행. 타공이 권위에 근거 없음=EXTRA(또는 미표기 공정·codex 2차 확인 필요)"
PRD_000110,엽서캘린더,묶음수,N/A,needed=N
PRD_000110,엽서캘린더,페이지룰,MISSING,"권위 12P(엽서캘 페이지). 라이브 page_rules 0행=누락"
PRD_000111,벽걸이캘린더,사이즈코드,MATCH,"권위 210x297. 라이브 sizes 3행(SIZ_000050 A4 210x297 포함·210x420·300x420)·권위 210x297 포함→MATCH"
PRD_000111,벽걸이캘린더,도수,MATCH,"권위 단면. 라이브 POPT_000001 단면+POPT_000002 양면 2행(단면 권위 포함)·MATCH(라이브가 도수 superset)"
PRD_000111,벽걸이캘린더,인쇄옵션,N/A,needed=N(미사용)
PRD_000111,벽걸이캘린더,판형,MATCH,"권위 316x467. 라이브 SIZ_000499 OUTPUT_PAPER_TYPE.01 적재"
PRD_000111,벽걸이캘린더,자재,EXTRA,"권위 종이 다수(아트/스노우/몽블랑 등). 라이브 종이 22종+★링블랙(MAT_000253) 혼입=공정(링)의 자재 오염(EXTRA)"
PRD_000111,벽걸이캘린더,공정,MISMATCH,"권위 캘린더가공=고리형트윈링제본+링블랙. 라이브 processes=트윈링제본(PROC_000021)+타공(PROC_000079). 트윈링=MATCH·링블랙은 자재로 오염·타공은 권위미근거 EXTRA"
PRD_000111,벽걸이캘린더,묶음수,N/A,needed=N
PRD_000111,벽걸이캘린더,페이지룰,MISSING,"권위 13P(벽걸이 페이지). 라이브 page_rules 0행=누락"
PRD_000112,와이드벽걸이캘린더,사이즈코드,MATCH,"권위 300x625. 라이브 SIZ_000077(300x625)·cut 일치"
PRD_000112,와이드벽걸이캘린더,도수,MATCH,"권위 단면. 라이브 POPT_000001 단면+POPT_000002 양면(단면 포함)·MATCH"
PRD_000112,와이드벽걸이캘린더,인쇄옵션,N/A,needed=N(미사용)
PRD_000112,와이드벽걸이캘린더,판형,MISMATCH,"권위 출력용지규격(전지)=330x660(라이브 SIZ_000475 실재). 라이브 plate_sizes=SIZ_000292(304x629=작업사이즈)·OUTPUT_PAPER_TYPE.03. 304x629=와이드벽걸이 작업사이즈와 동일→라이브가 판형에 전지 아닌 작업판 적재. 정답=SIZ_000475(330x660). 디지털 019 판형정정(SIZ_000522→499)과 동형 결함"
PRD_000112,와이드벽걸이캘린더,자재,EXTRA,"권위 종이=몽블랑190g(3절) 등 3종. 라이브 종이 3종(3절)+★링블랙(MAT_000253) 혼입=공정의 자재 오염(EXTRA)"
PRD_000112,와이드벽걸이캘린더,공정,MATCH,"권위 고리형트윈링제본. 라이브 processes=트윈링제본(PROC_000021) 적재·MATCH(단 링블랙은 자재로 오염=자재축 EXTRA로 기록)"
PRD_000112,와이드벽걸이캘린더,묶음수,N/A,needed=N
PRD_000112,와이드벽걸이캘린더,페이지룰,MISSING,"권위 13P(와이드벽걸이 페이지). 라이브 page_rules 0행=누락"
PRD_000068,중철책자,사이즈코드,MATCH,"권위 2 ↔ 라이브 2(A4(210x297mm),A5(148x210mm))"
PRD_000068,중철책자,도수,MATCH,"권위 ['단면', '양면'] ↔ 라이브 print_side ['단면', '양면']·print_opt_cd 적재"
PRD_000068,중철책자,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000068,중철책자,판형,MATCH,"라이브 plate 4개(150x214,300x214,213x303,426x303)"
PRD_000068,중철책자,자재,MATCH,"권위 종이=['*별도설정', '*별도설정'] ↔ 라이브 materials 26행"
PRD_000068,중철책자,공정,MATCH,"권위 제본=['중철제본'] ↔ 라이브 processes 3행(유광,중철제본,무광)"
PRD_000068,중철책자,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000068,중철책자,페이지룰,MATCH,권위 4~28/['4.0'] ↔ 라이브 4~28/4
PRD_000069,무선책자,사이즈코드,MATCH,"권위 2 ↔ 라이브 2(A5(148x210mm),A4(210x297mm))"
PRD_000069,무선책자,도수,MATCH,"권위 ['단면', '양면'] ↔ 라이브 print_side ['단면', '양면']·print_opt_cd 적재"
PRD_000069,무선책자,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000069,무선책자,판형,MATCH,"라이브 plate 2개(150x214,213x303)"
PRD_000069,무선책자,자재,MATCH,"권위 종이=['*별도설정', '*별도설정'] ↔ 라이브 materials 13행"
PRD_000069,무선책자,공정,MATCH,"권위 제본=['무선제본'] ↔ 라이브 processes 14행(금유광,유광,수축포장,트윙클)"
PRD_000069,무선책자,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000069,무선책자,페이지룰,MATCH,권위 24~300/['2.0'] ↔ 라이브 24~300/2
PRD_000070,PUR책자,사이즈코드,MATCH,"권위 2 ↔ 라이브 2(A5(148x210mm),A4(210x297mm))"
PRD_000070,PUR책자,도수,MATCH,"권위 ['단면', '양면'] ↔ 라이브 print_side ['단면', '양면']·print_opt_cd 적재"
PRD_000070,PUR책자,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000070,PUR책자,판형,MATCH,"라이브 plate 2개(150x214,213x303)"
PRD_000070,PUR책자,자재,MISSING,"권위 종이=['*별도설정', '*별도설정'] ↔ 라이브 materials 0"
PRD_000070,PUR책자,공정,MATCH,"권위 제본=['PUR제본'] ↔ 라이브 processes 14행(은유광,트윙클,동박,무광)"
PRD_000070,PUR책자,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000070,PUR책자,페이지룰,MATCH,권위 24~300/['2.0'] ↔ 라이브 24~300/2
PRD_000071,트윈링책자,사이즈코드,MATCH,"권위 4 ↔ 라이브 4(A5(210x148mm),A4(297x210mm),A4(210x297mm))"
PRD_000071,트윈링책자,도수,MATCH,"권위 ['단면', '양면'] ↔ 라이브 print_side ['단면', '양면']·print_opt_cd 적재"
PRD_000071,트윈링책자,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000071,트윈링책자,판형,MATCH,"라이브 plate 5개(150x214,214x150,216x303,213x303)"
PRD_000071,트윈링책자,자재,CONFIRM,"권위 종이=['*별도설정', '*별도설정']·라이브 materials 49행 중 링/투명커버 5행[USAGE.05/07] 자재귀속(오염 여부 검토)"
PRD_000071,트윈링책자,공정,MATCH,"권위 제본=['트윈링제본'] ↔ 라이브 processes 4행(트윈링제본,수축포장,무광,유광)"
PRD_000071,트윈링책자,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000071,트윈링책자,페이지룰,MATCH,권위 8~100/['2.0'] ↔ 라이브 8~100/2
PRD_000072,하드커버책자,사이즈코드,MATCH,"권위 2 ↔ 라이브 2(A5(148x210mm),A4(210x297mm))"
PRD_000072,하드커버책자,도수,MATCH,"권위 ['단면', '양면'] ↔ 라이브 print_side ['단면', '양면']·print_opt_cd 적재"
PRD_000072,하드커버책자,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000072,하드커버책자,판형,MATCH,"라이브 plate 2개(150x214,213x303)"
PRD_000072,하드커버책자,자재,MATCH,"권위 종이=['*별도설정', '전용지'] ↔ 라이브 materials 4행"
PRD_000072,하드커버책자,공정,MATCH,"권위 제본=['하드커버무선제본'] ↔ 라이브 processes 4행(무광,유광,하드커버무선제본,수축포장)"
PRD_000072,하드커버책자,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000072,하드커버책자,페이지룰,MATCH,권위 24~300/['2.0'] ↔ 라이브 24~300/2
PRD_000077,레더 하드커버책자,사이즈코드,MATCH,"권위 2 ↔ 라이브 2(A5(148x210mm),A4(210x297mm))"
PRD_000077,레더 하드커버책자,도수,MATCH,"권위 ['단면', '양면'] ↔ 라이브 print_side ['단면', '양면']·print_opt_cd 적재"
PRD_000077,레더 하드커버책자,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000077,레더 하드커버책자,판형,MATCH,"라이브 plate 2개(150x214,213x303)"
PRD_000077,레더 하드커버책자,자재,MATCH,"권위 종이=['*별도설정', '레더(화이트)'] ↔ 라이브 materials 4행"
PRD_000077,레더 하드커버책자,공정,MATCH,"권위 제본=['하드커버무선제본'] ↔ 라이브 processes 2행(하드커버무선제본,수축포장)"
PRD_000077,레더 하드커버책자,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000077,레더 하드커버책자,페이지룰,MATCH,권위 24~300/['2.0'] ↔ 라이브 24~300/2
PRD_000082,하드커버 링책자,사이즈코드,MATCH,"권위 4 ↔ 라이브 4(A5(210x148mm),A4(210x297mm),A4(297x210mm))"
PRD_000082,하드커버 링책자,도수,MATCH,"권위 ['단면', '양면'] ↔ 라이브 print_side ['단면', '양면']·print_opt_cd 적재"
PRD_000082,하드커버 링책자,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000082,하드커버 링책자,판형,MATCH,"라이브 plate 4개(150x214,214x150,216x303,303x216)"
PRD_000082,하드커버 링책자,자재,CONFIRM,"권위 종이=['*별도설정', '전용지']·라이브 materials 8행 중 링/투명커버 3행[USAGE.05/07] 자재귀속(오염 여부 검토)"
PRD_000082,하드커버 링책자,공정,MATCH,"권위 제본=['하드커버트윈링제본'] ↔ 라이브 processes 4행(유광,무광,수축포장,하드커버트윈링제본)"
PRD_000082,하드커버 링책자,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000082,하드커버 링책자,페이지룰,MATCH,권위 8~100/['2.0'] ↔ 라이브 8~100/2
PRD_000088,레더 링바인더,사이즈코드,MATCH,권위 1 ↔ 라이브 1(A4)
PRD_000088,레더 링바인더,도수,MATCH,권위 ['단면'] ↔ 라이브 print_side ['단면']·print_opt_cd 적재
PRD_000088,레더 링바인더,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000088,레더 링바인더,판형,MATCH,"라이브 plate 3개(611x374,622x374,636x374)"
PRD_000088,레더 링바인더,자재,CONFIRM,권위 종이=['레더(화이트)']·라이브 materials 8행 중 링/투명커버 3행[USAGE.05/07] 자재귀속(오염 여부 검토)
PRD_000088,레더 링바인더,공정,CONFIRM,권위 공정 부재([])·라이브 processes 0
PRD_000088,레더 링바인더,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000088,레더 링바인더,페이지룰,CONFIRM,권위 페이지사양 부재·라이브 page_rules 0(완제/단엽 가능)
PRD_000094,엽서북,사이즈코드,MATCH,"권위 3 ↔ 라이브 3(100x150,150x100,135x135)"
PRD_000094,엽서북,도수,MATCH,"권위 ['단면', '양면'] ↔ 라이브 print_side ['단면', '양면']·print_opt_cd 적재"
PRD_000094,엽서북,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000094,엽서북,판형,MATCH,"라이브 plate 6개(102x152,218x160,152x102,318x110)"
PRD_000094,엽서북,자재,MATCH,"권위 종이=['몽블랑240', '스노우300'] ↔ 라이브 materials 2행"
PRD_000094,엽서북,공정,MATCH,"권위 제본=['떡제본'] ↔ 라이브 processes 3행(수축포장,떡제본,무광)"
PRD_000094,엽서북,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000094,엽서북,페이지룰,MATCH,권위 20~30/['10.0'] ↔ 라이브 20~30/10
PRD_000097,떡메모지,사이즈코드,MATCH,"권위 2 ↔ 라이브 2(70x120,90x90)"
PRD_000097,떡메모지,도수,MATCH,권위 ['단면'] ↔ 라이브 print_side ['단면']·print_opt_cd 적재
PRD_000097,떡메모지,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000097,떡메모지,판형,MATCH,"라이브 plate 2개(94x94,74x124)"
PRD_000097,떡메모지,자재,MATCH,권위 종이=['백모조120'] ↔ 라이브 materials 1행
PRD_000097,떡메모지,공정,MATCH,권위 제본=['떡제본'] ↔ 라이브 processes 1행(떡제본)
PRD_000097,떡메모지,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000097,떡메모지,페이지룰,CONFIRM,권위 페이지 부재·라이브 3~3/3 존재(EXTRA 여부 검토)
PRD_000172,만년다이어리(소프트커버),사이즈코드,MATCH,권위 1 ↔ 라이브 1(130x190)
PRD_000172,만년다이어리(소프트커버),도수,MATCH,권위 ['단면'] ↔ 라이브 print_side ['단면']·print_opt_cd 적재
PRD_000172,만년다이어리(소프트커버),인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000172,만년다이어리(소프트커버),판형,MATCH,라이브 plate 1개(300x214)
PRD_000172,만년다이어리(소프트커버),자재,MATCH,권위 종이=['아트250 + 무광코팅'] ↔ 라이브 materials 1행
PRD_000172,만년다이어리(소프트커버),공정,MATCH,권위 제본=[] ↔ 라이브 processes 1행(무광)
PRD_000172,만년다이어리(소프트커버),묶음수,N/A,묶음수 미사용(needed=N)
PRD_000172,만년다이어리(소프트커버),페이지룰,CONFIRM,권위 페이지사양 부재·라이브 page_rules 0(완제/단엽 가능)
PRD_000173,만년다이어리(하드커버),사이즈코드,MATCH,권위 1 ↔ 라이브 1(130x190)
PRD_000173,만년다이어리(하드커버),도수,CONFIRM,권위 인쇄사양 부재·라이브 print_options 0(도수 미상 needed=Y)
PRD_000173,만년다이어리(하드커버),인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000173,만년다이어리(하드커버),판형,MATCH,라이브 plate 1개(426x303)
PRD_000173,만년다이어리(하드커버),자재,MATCH,권위 종이=['아트250 + 무광코팅'] ↔ 라이브 materials 1행
PRD_000173,만년다이어리(하드커버),공정,MATCH,"권위 제본=['하드커버(면지?)'] ↔ 라이브 processes 3행(수축포장,하드커버무선제본,무광)"
PRD_000173,만년다이어리(하드커버),묶음수,N/A,묶음수 미사용(needed=N)
PRD_000173,만년다이어리(하드커버),페이지룰,CONFIRM,권위 페이지사양 부재·라이브 page_rules 0(완제/단엽 가능)
PRD_000174,만년다이어리(레더하드커버),사이즈코드,MATCH,권위 1 ↔ 라이브 1(130x190)
PRD_000174,만년다이어리(레더하드커버),도수,CONFIRM,권위 인쇄사양 부재·라이브 print_options 0(도수 미상 needed=Y)
PRD_000174,만년다이어리(레더하드커버),인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000174,만년다이어리(레더하드커버),판형,CONFIRM,권위 작업/재단 부재 ↔ 라이브 plate 0(레더/완제 커버 가능)
PRD_000174,만년다이어리(레더하드커버),자재,MATCH,권위 종이=['레더'] ↔ 라이브 materials 1행
PRD_000174,만년다이어리(레더하드커버),공정,MATCH,권위 제본=['하드커버(면지?)'] ↔ 라이브 processes 1행(하드커버무선제본)
PRD_000174,만년다이어리(레더하드커버),묶음수,N/A,묶음수 미사용(needed=N)
PRD_000174,만년다이어리(레더하드커버),페이지룰,CONFIRM,권위 페이지사양 부재·라이브 page_rules 0(완제/단엽 가능)
PRD_000175,만년다이어리(레더소프트커버),사이즈코드,MATCH,권위 1 ↔ 라이브 1(130x190)
PRD_000175,만년다이어리(레더소프트커버),도수,CONFIRM,권위 인쇄사양 부재·라이브 print_options 0(도수 미상 needed=Y)
PRD_000175,만년다이어리(레더소프트커버),인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000175,만년다이어리(레더소프트커버),판형,CONFIRM,권위 작업/재단 부재 ↔ 라이브 plate 0(레더/완제 커버 가능)
PRD_000175,만년다이어리(레더소프트커버),자재,MATCH,권위 종이=['레더'] ↔ 라이브 materials 1행
PRD_000175,만년다이어리(레더소프트커버),공정,CONFIRM,권위 공정 부재([])·라이브 processes 0
PRD_000175,만년다이어리(레더소프트커버),묶음수,N/A,묶음수 미사용(needed=N)
