row_id,track,step,title,status,owner_now,remaining,verdict,owner_proposed,judged_by,basis,note,evidence
STD-PAY-001,T3,B6,신용카드 결제(PG),미착수,신우진,Y,재배정,김동학,merged-owner_side,merged.csv t48:241 owner_side/system=huni-mall,그 일이 사는 곳=huni-mall,huni-skin-shopby/src/components/checkout/checkout-form.tsx:8-9 주석 'PG 연동은 후속 — 현재는 무통장만 동작' (SB-032 absent) · X-PG-CONTRACT-01 이니시스 계약 미체결
STD-PAY-002,T3,B6,실시간 계좌이체,미착수,최숙진,Y,재배정,김동학,merged-owner_side,merged.csv t48:242 owner_side/system=huni-mall,그 일이 사는 곳=huni-mall,huni-skin-shopby/src/components/checkout/checkout-form.tsx:8-9 (SB-032 absent)
STD-PAY-003,T3,B6,무통장입금(가상계좌)·입금대기 상태,작동,최숙진,N,provided,최숙진,merged-owner_side,merged.csv t48:90 owner_side/system=shopby,외부 제품 제공 기능(t51 work_type=provided) — 개발 일 아님. 연동·확인만 최숙진,https://service.shopby.co.kr/mall/modification/81683@2026-09-16 21:31
STD-PAY-004,T3,B6,네이버페이 결제,미착수,외부(네이버페이),Y,미정,외부(네이버페이),merged-owner_side,merged.csv t48:11 owner_side/system=shopby,사내 4담당 경계 밖(외부·미정) — 이번 재판정 대상 아님,X-DEC-NAVERPAY-01 NaverPay 별도 mini-OrderSheet 1차 범위 포함 여부 미결
STD-PAY-005,T3,B6,카카오페이 결제,미착수,외부(카카오페이),Y,미정,외부(카카오페이),merged-owner_side,merged.csv t48:12 owner_side/system=shopby,사내 4담당 경계 밖(외부·미정) — 이번 재판정 대상 아님,print-kb/wiki/policy/order-payment.md#PAY-03
STD-PAY-006,T3,B6,토스페이 결제,미착수,신우진,Y,재배정,최숙진,merged-owner_side,merged.csv t48:13 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),print-kb/wiki/policy/order-payment.md#PAY-03
STD-PAY-007,T3,B6,적립금(프린팅머니) 결제,부분,서희항,Y,재배정,김동학,merged-owner_side,merged.csv t48:243 owner_side/system=huni-mall,그 일이 사는 곳=huni-mall,"huni-skin-shopby/src/lib/api/hooks/use-points.ts:22,62 (조회 done) · checkout-form.tsx:52 (적립/충전은 mock)"
STD-PAY-008,T3,B6,복합결제(적립금+PG 병용),미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:244 owner_side/system=huni-mall,,huni-skin-shopby/src/components/checkout/checkout-form.tsx:52 (mock)
STD-PAY-009,T3,B6,할부·무이자 옵션,미착수,외부(KG이니시스),Y,미정,외부(KG이니시스),merged-owner_side,merged.csv t48:14 owner_side/system=shopby,사내 4담당 경계 밖(외부·미정) — 이번 재판정 대상 아님,print-kb/wiki/policy/order-payment.md#PAY-04
STD-PAY-010,T3,B6,B2B 후불결제,미착수,신우진,Y,재배정,김동학,merged-owner_side,merged.csv t48:245 owner_side/system=huni-mall,그 일이 사는 곳=huni-mall,F-141/SCOPE-141/IA-141 주문관리-후불결제 PARTIAL·미착수
STD-PAY-011,T3,B6,PG 리다이렉트·결제 확정 콜백,부분,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:246 owner_side/system=huni-mall,,huni-skin-shopby/src/lib/payments/ncp-pay.ts:47-70 · src/app/api/pay-config/route.ts:8 — X-PAY-FLOW-01 PG 콜백 흐름 미상
STD-PAY-012,T3,B6,결제 실패 안내·재시도,미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:252 owner_side/system=huni-mall,,X-PAY-FLOW-01 결제 확정 흐름 미상
STD-PAY-013,T3,B6,결제 금액 위변조 검증(서버 재계산 대조),부분,김동학,Y,분할,김동학+서희항,manual-read,huni-skin-shopby/src/lib/api/widget-order.ts:26-35,위변조 검증은 스킨이 부르고 위젯 /handoff/verify 가 판정한다 — 호출측·판정측이 다른 사람,huni-skin-shopby/src/lib/api/widget-order.ts:26-35 (10원×orderCnt 적재 — 견적가 우회 적재) · X-PRICE-BRIDGE-01 동적 계산가 무손실 환원 경로 미확정
STD-PAY-014,T3,B6,결제 포기 처리,미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:247 owner_side/system=huni-mall,,huni-shopby/01_research/order-to-delivery-contract.md §1 PAY_CANCEL
STD-PAY-015,T5,D4,현금영수증 발급,미착수,최숙진,Y,재배정,김동학,merged-owner_side,merged.csv t48:126 owner_side/system=huni-mall,그 일이 사는 곳=huni-mall,huni-skin-shopby/src/components/mypage/document-section.tsx:1-6 (정적 표 UI만·API 호출 없음 = stub) · X-TAXDOC-01 팝빌 연동 미결
STD-PAY-016,T5,D4,세금계산서 발급 신청·내역,미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:127 owner_side/system=huni-mall,,huni-skin-shopby/src/components/mypage/document-section.tsx:1-6 (stub)
STD-PAY-017,T5,D4,사업자정보 등록·관리,부분,최숙진,Y,재배정,김동학,merged-owner_side,merged.csv t48:128 owner_side/system=huni-mall,그 일이 사는 곳=huni-mall,F-026/027·SCOPE-026/027·IA-026/027 사업자정보 목록·등록 PARTIAL·미착수
STD-PAY-018,T5,D4,거래명세서 출력,부분,최숙진,Y,재배정,김동학,merged-owner_side,merged.csv t48:129 owner_side/system=huni-mall,그 일이 사는 곳=huni-mall,F-142/SCOPE-142/IA-142 증빙서류발급 관리 PARTIAL·미착수
STD-PAY-019,T3,B6,수동카드결제(키인·가상단말 · PC+모바일),미착수,외부(KG이니시스),Y,미정,외부(KG이니시스),merged-owner_side,merged.csv t48:15 owner_side/system=shopby,사내 4담당 경계 밖(외부·미정) — 이번 재판정 대상 아님,"L3/legacy-normalized.json#F-074,IA-074,SCOPE-074 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:75 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A75:K75 || P1판정(260902): huni-skin-shopby 전수 grep '키인|manualCard|가상단말' 0건(260902)"
STD-PAY-020,T3,B6,카드 결제 화면 분기(비회원·회원 주문서),미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:248 owner_side/system=huni-mall,,https://shopby.huniprinting.co.kr/checkout/202609160243938684 @ 2026-09-16 21:33
STD-PAY-021,T3,B6,충전은 현금만 수납 — 이니시스 PG 결제와 회계 분리,미착수,신우진,Y,담당맞음,신우진,rule-track,후니정기미팅 정리260915.html §프린팅머니 · 확정 7,충전 수납·회계 분리 = 정책 확정 안건,후니정기미팅 정리260915.html §프린팅머니 · 확정 7
STD-PAY-022,T3,B6,토스 계약 조건 확인(건당 수수료·가입비/연관리비 면제 프로모션·포트원 경유),미착수,외부(토스페이먼츠),Y,미정,외부(토스페이먼츠),rule-track,후니정기미팅 정리260915.html §프린팅머니 · 미결 3,사내 4담당 경계 밖(외부·미정) — 이번 재판정 대상 아님,후니정기미팅 정리260915.html §프린팅머니 · 미결 3
STD-PAY-023,T3,B6,「자사 상품 전용 선불 충전」 용도 가맹점 심사 가능 여부 사전 확인,미착수,외부(토스페이먼츠),Y,미정,외부(토스페이먼츠),rule-track,후니정기미팅 정리260915.html §프린팅머니 · 미결 6,사내 4담당 경계 밖(외부·미정) — 이번 재판정 대상 아님,후니정기미팅 정리260915.html §프린팅머니 · 미결 6
STD-PAY-024,T3,B6,카카오페이 신청 서류·절차 정리 후 전달,미착수,신우진,Y,담당맞음,신우진,rule-track,후니정기미팅 정리260915.html §결제수단 · 미결 2,카카오페이 신청 서류·절차 = 대외 조달 행(구현 아님),후니정기미팅 정리260915.html §결제수단 · 미결 2
STD-PAY-025,T3,B6,샵바이 어드민의 카카오페이 신청 경로 확인,미착수,최숙진,Y,재배정,김동학,rule-step,후니정기미팅 정리260915.html §결제수단 · 미결 3,사는 시스템 미확인 — 단계 B6 기본 담당과 불일치(약한 근거·실측 필요),후니정기미팅 정리260915.html §결제수단 · 미결 3
STD-PAY-026,T3,B6,경로별 수수료 차이(이니시스 경유 +0.x% 여부) 확인,미착수,외부(이니시스·카카오페이),Y,미정,외부(이니시스·카카오페이),rule-track,후니정기미팅 정리260915.html §결제수단 · 미결 4,사내 4담당 경계 밖(외부·미정) — 이번 재판정 대상 아님,후니정기미팅 정리260915.html §결제수단 · 미결 4
STD-PAY-027,T3,B6,결제수단 노출설정 10항목 켜기(PG 승인 후),미착수,최숙진,Y,담당맞음,최숙진,merged-owner_side,merged.csv t48:16 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),https://service.shopby.co.kr/mall/modification/81683 @ 2026-09-16 21:31 — 결제수단 노출설정 10항목(신용카드·계좌이체·가상계좌·휴대폰·에스크로 계좌이체/가상계좌·PAYCO·네이버페이 결제형/주문형·토스페이) 전부 「사용 안 함」(비활성) (R/R1d/evidence/24a-payment-exposure.png)
STD-PAY-028,T3,B6,무통장 입금 계좌 등록,작동,최숙진,N,provided,최숙진,merged-owner_side,merged.csv t48:17 owner_side/system=shopby,셀러어드민 기본 제공 기능이 이미 작동 — 개발 일 아님(확인·설정만),https://service.shopby.co.kr/mall/modification/81683@2026-09-16 21:31
STD-PAY-029,T3,B6,미입금 주문 자동취소 기간 정책 확정(현재 무통장 7영업일·가상계좌 7일),미착수,신우진,Y,재배정,최숙진,evidence-path,https://service.shopby.co.kr/mall/modification/81683 @ 2026-09-16 21:31 — 주문처리기간 설정: 무통장입금 주문완료 7영업일 이후 자동취소·가상계좌 7일 (R/,셀러어드민 설정·운영(코드 0),https://service.shopby.co.kr/mall/modification/81683 @ 2026-09-16 21:31 — 주문처리기간 설정: 무통장입금 주문완료 7영업일 이후 자동취소·가상계좌 7일 (R/R1d/evidence/24c-order-period.png)
STD-PAY-030,T5,D4,거래명세서 어드민 출력항목·수량 표기 확인(A-4),미착수,최숙진,Y,담당맞음,최숙진,merged-owner_side,merged.csv t48:57 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),https://service.shopby.co.kr/configuration/payment/order-extra-config @ 2026-09-16 21:30 — 어드민 출력 항목 「설정」(상품번호 체크·즉시할인가 회색체크) · 쇼핑몰 노출 「미노출」 (R/R1d/evidence/14-order-extra-config.png)
STD-PAY-031,T3,B6,위젯 총액↔shopby 청구액 「10원×수량」 모델 정합 검증(표시↔청구 불일치 알려진 이슈),미착수,김동학,Y,분할,김동학+서희항,manual-read,huni-skin-shopby/src/lib/api/widget-order.ts:26-35,amountToOrderCnt(10원×수량)는 스킨 코드. 그러나 총액 권위는 위젯 handoff/requote(서희항). 표시↔청구 정합은 두 쪽 합의 행,huni-skin-shopby/README.md:70 「⚠ 알려진 이슈」 · commit 223c490 `orderCnt=총액÷10` · commit 30cb88a 본문 「10원×수량 모델과 일치」
STD-SHP-001,T5,E1,기본 배송비 부과,부분,최숙진,Y,담당맞음,최숙진,merged-owner_side,merged.csv t48:21 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),"huni-skin-shopby/src/lib/api/hooks/use-order-sheet.ts:177,252 (금액계산에 배송비 포함) · X-DEC-SHIPPING-01 배송비 정책 미확정"
STD-SHP-002,T5,E1,무료배송 기준금액 적용,부분,최숙진,Y,담당맞음,최숙진,merged-owner_side,merged.csv t48:22 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),"huni-skin-shopby/src/lib/api/hooks/use-order-sheet.ts:177,252"
STD-SHP-003,T5,E1,제주 추가 배송비,미착수,최숙진,Y,담당맞음,최숙진,merged-owner_side,merged.csv t48:23 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),F-150/SCOPE-150 도서산간 추가배송비 데이터화 PARTIAL·미착수
STD-SHP-004,T5,E1,도서산간 권역별 추가 배송비,미착수,최숙진,Y,담당맞음,최숙진,merged-owner_side,merged.csv t48:24 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),F-150/SCOPE-150 도서산간 추가배송비 데이터화
STD-SHP-005,T5,E1,특정 상품군 무료배송 제외(실사·대형),미착수,최숙진,Y,담당맞음,최숙진,merged-owner_side,merged.csv t48:25 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),SCOPE-151 배송비 템플릿/조건부 무료배송 PARTIAL
STD-SHP-006,T5,E1,혼합주문 배송비 산정(최고값 1건),작동,최숙진,N,provided,최숙진,merged-owner_side,merged.csv t48:26 owner_side/system=shopby,셀러어드민 기본 제공 기능이 이미 작동 — 개발 일 아님(확인·설정만),https://service.shopby.co.kr/delivery/condition/group/list@2026-09-16 21:30
STD-SHP-007,T5,E1,배송 권역·템플릿 관리,부분,최숙진,Y,담당맞음,최숙진,merged-owner_side,merged.csv t48:27 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),SCOPE-151 배송비 템플릿
STD-SHP-008,T4,C6,택배 배송,작동,김동학,N,provided,최숙진,merged-owner_side,merged.csv t48:28 owner_side/system=shopby,셀러어드민 기본 제공 기능이 이미 작동 — 개발 일 아님(확인·설정만),https://shopby.huniprinting.co.kr/checkout/202609160243938684@2026-09-16 21:33
STD-SHP-009,T4,C6,퀵/화물 배송(대형 인쇄물),미착수,최숙진,Y,담당맞음,최숙진,merged-owner_side,merged.csv t48:29 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),print-kb/wiki/policy/shipping.md#SHIP-03 실사 대형 파생
STD-SHP-010,T4,C6,매장 방문수령,미착수,최숙진,Y,담당맞음,최숙진,merged-owner_side,merged.csv t48:30 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),print-kb/wiki/policy/order-mgmt.md#OMG-07 오프라인 경로 파생
STD-SHP-011,T4,C6,분할배송(건별 부분 출고),미착수,신우진,Y,재배정,최숙진,merged-owner_side,merged.csv t48:58 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),huni-shopby/01_research/order-to-delivery-contract.md §2.1 주문상품옵션 단위 송장
STD-SHP-012,T4,C7,송장번호 등록(판매자),부분,김동학,Y,재배정,서희항,merged-owner_side,merged.csv t48:59 owner_side/system=webadmin,그 일이 사는 곳=webadmin,F-140/SCOPE-140/IA-140 주문상태변경 처리(+문자) PARTIAL·미착수
STD-SHP-013,T4,C7,송장 기반 배송상태 일괄변경,부분,김동학,Y,재배정,서희항,merged-owner_side,merged.csv t48:60 owner_side/system=webadmin,그 일이 사는 곳=webadmin,F-143/SCOPE-143/IA-143 주문상태변경(일괄) PARTIAL·미착수
STD-SHP-014,T4,C7,고객 배송 조회(택배사 추적),부분,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:145 owner_side/system=huni-mall,,"huni-skin-shopby/src/lib/api/hooks/use-my-orders.ts:84,354"
STD-SHP-015,T4,C7,배송지 변경/추가,부분,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:114 owner_side/system=huni-mall,,huni-skin-shopby/src/lib/api/hooks/use-shipping-address.ts:65-125 (CRUD·기본배송지)
STD-SHP-016,T5,D1,배송 상태 변경 알림 발송,미착수,김동학,Y,provided,최숙진,merged-owner_side,merged.csv t48:41 owner_side/system=shopby,외부 제품 제공 기능(t51 work_type=provided) — 개발 일 아님. 연동·확인만 최숙진,X-SMS-CONTRACT-01 OQ-G8 알림톡/SMS 서비스 계약 미체결(1차 영향)
STD-SHP-017,T5,E1,금지 설정 4종 확인(A-14/U-1): 수량비례·중량 배송비 / 최대구매수량 / 즉시할인,부분,김동학,Y,재배정,최숙진,merged-owner_side,merged.csv t48:31 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),https://service.shopby.co.kr/delivery/condition/group/list 배송비유형 「무료」(수량·중량 기준 아님) · API ONSALE 226건 immediateDiscountValue 0 · 샘플 maxBuyPersonCnt/maxBuyTimeCnt 0 · /promotion/discount 추가할인 0건 @ 2026-09-16 21:30~21:33 (R/R1d/evidence/21-delivery-condition.png·api-server-products-search.json·70-promotion-discount.txt)
STD-CLM-001,T3,D3,주문 전체 취소 신청,미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:131 owner_side/system=huni-mall,,huni-shopby/01_research/order-to-delivery-contract.md §4.3 claims-*
STD-CLM-002,T3,D3,옵션 부분 취소 신청,미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:132 owner_side/system=huni-mall,,huni-shopby/01_research/order-to-delivery-contract.md §4.3 claims-*
STD-CLM-003,T3,D3,비회원 취소 신청,미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:253 owner_side/system=huni-mall,,huni-shopby/01_research/order-to-delivery-contract.md §4.3 claims-*
STD-CLM-004,T3,D3,제작 착수 후 취소 제한·협의 안내,미착수,최숙진,Y,재배정,김동학,merged-owner_side,merged.csv t48:133 owner_side/system=huni-mall,그 일이 사는 곳=huni-mall,print-kb/wiki/policy/operations.md#OPS-01 케이스별 협의
STD-CLM-005,T3,D3,반품 신청(단일·복수),미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:134 owner_side/system=huni-mall,,huni-shopby/01_research/order-to-delivery-contract.md §4.3 claims-*
STD-CLM-006,T3,D3,교환 신청(출고 전/후),미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:135 owner_side/system=huni-mall,,huni-shopby/01_research/order-to-delivery-contract.md §4.3 claims-*
STD-CLM-007,T3,D3,환불 예상금액 계산,미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:136 owner_side/system=huni-mall,,huni-shopby/01_research/order-to-delivery-contract.md §4.3 claims-*
STD-CLM-008,T3,D3,환불계좌 등록·수정,미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:137 owner_side/system=huni-mall,,huni-shopby/01_research/order-to-delivery-contract.md §4.3 claims-*
STD-CLM-009,T3,D3,클레임 철회,미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:138 owner_side/system=huni-mall,,huni-shopby/01_research/order-to-delivery-contract.md §4.3 claims-*
STD-CLM-010,T3,D3,클레임 사유 분류 선택(12종),미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:139 owner_side/system=huni-mall,,huni-shopby/01_research/order-to-delivery-contract.md §4.2 claimReasonType
STD-CLM-011,T3,D3,귀책 구분(구매자/판매자/단순변심),미착수,김동학,Y,재배정,최숙진,merged-owner_side,merged.csv t48:63 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),huni-shopby/01_research/order-to-delivery-contract.md §4.2 responsibleObjectType
STD-CLM-012,T3,D3,클레임 목록·상세 조회,미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:147 owner_side/system=huni-mall,,X-SHOPBY-CLAIM-FSM-01 클레임 상태머신 미폐합 — 수거진행 중간상태 누락·입금대기/교환대기/환불완료 전이 미정의
STD-CLM-013,T3,D3,판매자 클레임 승인·거부 처리,미착수,김동학,Y,재배정,최숙진,merged-owner_side,merged.csv t48:64 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),X-SHOPBY-CLAIM-FSM-01 클레임 상태머신 미폐합
STD-CLM-014,T3,D3,인쇄 불량 접수(사진 첨부),미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:101 owner_side/system=huni-mall,,print-kb/wiki/policy/operations.md#OPS-04 클레임/불량
STD-CLM-015,T3,D3,재제작(재작업) 처리 경로,미착수,신우진,Y,분할,신우진+최숙진,rule-track,print-kb/wiki/policy/operations.md#OPS-04 재제작 우선,재제작 처리 「경로 결정」(PM) + 「운영 절차」(실무운영). 화면 근거 없음,print-kb/wiki/policy/operations.md#OPS-04 재제작 우선
STD-CLM-016,T3,D3,1:1 문의 등록·답변,미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:102 owner_side/system=huni-mall,,huni-skin-shopby/src/app/(main) 하위 inquiry/qna 라우트 부재 (SB-056 absent)
STD-CLM-017,T3,D3,상품 Q&A 등록·답변,미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:108 owner_side/system=huni-mall,,huni-skin-shopby/src/app/(main) 하위 inquiry/qna 라우트 부재 (SB-056 absent)
STD-CLM-019,T3,D3,기업인쇄 상담 접수,미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:103 owner_side/system=huni-mall,,huni-skin-shopby src/app/(main) 하위 inquiry 라우트 부재 (SB-056 absent)
STD-CLM-020,T3,D3,디자인 상담 접수,미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:104 owner_side/system=huni-mall,,huni-skin-shopby src/app/(main) 하위 inquiry 라우트 부재 (SB-056 absent)
STD-CLM-021,T3,D3,디자인 의뢰하기(주문 흐름 내),미착수,신우진,Y,재배정,김동학,merged-owner_side,merged.csv t48:173 owner_side/system=huni-mall,그 일이 사는 곳=huni-mall,https://shopby.huniprinting.co.kr/checkout/202609160243938684 @ 2026-09-16 21:33
STD-CLM-022,T3,D3,[구IA#67] 기업인쇄상담 (확인/답변),미실측,최숙진,Y,담당맞음,최숙진,merged-owner_side,merged.csv t48:3 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),IA No.67 기업인쇄상담 · webadmin 해당 없음 @ 2026-09-16 21:28
STD-CLM-023,T3,D3,[구IA#68] 디자인상담 (확인/답변),미실측,최숙진,Y,담당맞음,최숙진,merged-owner_side,merged.csv t48:4 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),IA No.68 디자인상담 · webadmin 해당 없음 @ 2026-09-16 21:28
STD-CLM-024,T3,D3,[구IA#69] 상품Q&A (확인/답변),미실측,최숙진,Y,담당맞음,최숙진,merged-owner_side,merged.csv t48:5 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),IA No.69 상품Q&A · 샵바이 기본 기능(R1d 미확인)
STD-CLM-025,T3,D3,[구IA#70] 1:1문의 (확인/답변),미실측,최숙진,Y,담당맞음,최숙진,merged-owner_side,merged.csv t48:6 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),IA No.70 1:1문의 · 샵바이 기본 기능(R1d 미확인)
STD-CLM-026,T3,D3,가상계좌 입금분 환불 시 고객 환불계좌 수령 절차,미착수,미정,Y,미정,미정,merged-owner_side,merged.csv t48:65 owner_side/system=shopby,사내 4담당 경계 밖(외부·미정) — 이번 재판정 대상 아님,후니정기미팅 정리260915.html §프린팅머니 · 미결 7
STD-MEM-001,T3,B5,회원가입(이메일 식별자),작동,김동학,N,담당맞음,김동학,merged-owner_side,merged.csv t48:266 owner_side/system=huni-mall,,https://shopby.huniprinting.co.kr/signup@2026-09-16 21:33
STD-MEM-002,T3,B5,약관 동의·전체동의,부분,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:267 owner_side/system=huni-mall,,"[L4b보강] huni-skin-shopby/src/components/auth/signup-form.tsx:24-25,75-76"
STD-MEM-003,T3,B5,휴대전화 본인인증(SMS/PASS),부분,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:268 owner_side/system=huni-mall,,SB-043 absent(인증 SDK·API 호출 지점 0건) · L2 service-dependency D-17 endpoint='(호출 지점 없음)'
STD-MEM-004,T3,B5,14세 미만 가입 제한,작동,김동학,N,담당맞음,김동학,merged-owner_side,merged.csv t48:269 owner_side/system=huni-mall,,https://shopby.huniprinting.co.kr/signup@2026-09-16 21:27
STD-MEM-005,T3,B5,1인 1계정 중복가입 제한,부분,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:270 owner_side/system=huni-mall,,huni-skin-shopby/src/app/api/auth/signup/route.ts:8-33
STD-MEM-006,T3,B5,가입완료 혜택 자동지급(쿠폰+적립금),미착수,최숙진,Y,담당맞음,최숙진,merged-owner_side,merged.csv t48:73 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),print-kb/wiki/policy/membership-auth.md#MEM-07 · L4 사유: L2 인벤토리에 가입완료 혜택 지급 행 없음. X-SHOPBY-NATIVE-01 가입완료 메일 native 범위 미확인.
STD-MEM-007,T3,B5,아이디/비밀번호 로그인,부분,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:261 owner_side/system=huni-mall,,huni-skin-shopby/src/lib/auth/auth.config.ts:12-22 · src/lib/auth/shopby-auth.ts:1
STD-MEM-008,T3,B5,아이디 찾기(마스킹),미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:259 owner_side/system=huni-mall,,SB-042 stub — huni-skin-shopby/src/components/auth/find-id-form.tsx:50-56 (토스트 '준비 중')
STD-MEM-009,T3,B5,비밀번호 재설정(이메일 링크),미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:260 owner_side/system=huni-mall,,SB-042 stub — find-id-form.tsx:50-56
STD-MEM-010,T3,B5,카카오 소셜 로그인,부분,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:262 owner_side/system=huni-mall,,SB-041 stub — huni-skin-shopby/src/components/auth/sns-buttons.tsx:74-80 (토스트만·signIn 미호출) · D-16 providers 빈 배열
STD-MEM-011,T3,B5,네이버 소셜 로그인,부분,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:263 owner_side/system=huni-mall,,SB-041 stub — sns-buttons.tsx:74-80 · D-16
STD-MEM-012,T3,B5,구글/애플 소셜 로그인,부분,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:264 owner_side/system=huni-mall,,SB-041 stub — sns-buttons.tsx:74-80 · D-16
STD-MEM-013,T3,B5,로그인 세션 유지·자동 갱신,부분,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:218 owner_side/system=huni-mall,,SB-040 done — huni-skin-shopby/src/lib/auth/auth.config.ts:18-22 · src/app/api/shop/[...path]/route.ts:20-27
STD-MEM-014,T3,B5,비회원 게스트 세션 처리,작동,김동학,N,담당맞음,김동학,merged-owner_side,merged.csv t48:219 owner_side/system=huni-mall,,https://shopby.huniprinting.co.kr/cart@2026-09-16 21:27
STD-MEM-015,T3,B5,회원정보 수정(비밀번호 재확인),부분,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:110 owner_side/system=huni-mall,,huni-skin-shopby/src/lib/api/hooks/use-profile.ts:42
STD-MEM-016,T3,B5,비밀번호 변경,부분,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:111 owner_side/system=huni-mall,,huni-skin-shopby/src/lib/api/hooks/use-profile.ts:42
STD-MEM-017,T3,B5,회원탈퇴,부분,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:153 owner_side/system=huni-mall,,huni-skin-shopby/src/lib/api/hooks/use-profile.ts:112 · src/components/mypage/withdraw-section.tsx:4
STD-MEM-018,T3,B5,회원등급 산정·자동 승급,미착수,최숙진,Y,재배정,서희항,merged-owner_side,merged.csv t48:87 owner_side/system=webadmin,그 일이 사는 곳=webadmin,[L4b보강] huni-skin-shopby/src/lib/api/hooks/use-profile.ts:39 (memberGradeName 표시 필드만)
STD-MEM-019,T3,B5,휴면계정 전환·복구,미착수,최숙진,Y,담당맞음,최숙진,merged-owner_side,merged.csv t48:88 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),[L4b보강] huni-skin-shopby/src/lib/auth/shopby-auth.ts:28 (휴면 응답 주석만·전환/복구 화면 0건)
STD-MEM-020,T3,B5,기존 회원 데이터 이관(구 사이트),미착수,김동학,Y,재배정,서희항,merged-owner_side,merged.csv t48:89 owner_side/system=webadmin,그 일이 사는 곳=webadmin,print-kb/wiki/policy/membership-auth.md#MEM-01 마이그레이션 이슈 명시 · L4 사유: 돈 걸림. 구 DB 미접근(X-OLDDB-ACCESS-01)이 20개 질문의 공통 선행 블로커. 이관 리허설 미실행.
STD-MEM-021,T3,B5,가입완료 안내 메일 발송,미착수,최숙진,Y,provided,최숙진,merged-owner_side,merged.csv t48:37 owner_side/system=shopby,외부 제품 제공 기능(t51 work_type=provided) — 개발 일 아님. 연동·확인만 최숙진,https://shopby.huniprinting.co.kr/signup 2단계(정보입력) @ 2026-09-16 21:33
