axis,axis_name,row_id,track,step,title,status,verdict,owner_proposed,judged_by,prereq,evidence,axis_note
4,생산연동(PitStop·MES),STD-ART-009,T4,C4,재단선/블리드 3mm 확보 검사,미착수,provided,서희항,merged-owner_side,EXT-PITSTOP,X-DEC-FILECHECK-01 OQ-G11 파일 검수 기준 미확정(1차),
4,생산연동(PitStop·MES),STD-ART-010,T4,C4,색공간(CMYK) 검사 및 RGB 경고,미착수,provided,서희항,merged-owner_side,EXT-PITSTOP,X-DEC-FILECHECK-01 OQ-G11 파일 검수 기준 미확정(1차),
4,생산연동(PitStop·MES),STD-ART-011,T4,C4,해상도(dpi) 검사,미착수,provided,서희항,merged-owner_side,EXT-PITSTOP,X-DEC-FILECHECK-01 OQ-G11 파일 검수 기준 미확정(1차),
4,생산연동(PitStop·MES),STD-ART-012,T4,C4,폰트 아웃라인 여부 검사,미착수,provided,서희항,merged-owner_side,EXT-PITSTOP,X-DEC-FILECHECK-01 OQ-G11 파일 검수 기준 미확정(1차),
4,생산연동(PitStop·MES),STD-ART-013,T4,C4,주문 사양과 파일 실측 사이즈 대조,미착수,provided,서희항,merged-owner_side,EXT-PITSTOP,X-DEC-FILECHECK-01 OQ-G11 파일 검수 기준 미확정(1차),
4,생산연동(PitStop·MES),STD-ART-014,T4,C4,별색 채널·오버프린트 검사,미착수,provided,서희항,merged-owner_side,EXT-PITSTOP,X-DEC-FILECHECK-01 OQ-G11 파일 검수 기준 미확정(1차),
4,생산연동(PitStop·MES),STD-ART-015,T4,C4,검판 결과 리포트 고객 노출,미착수,담당맞음,서희항,rule-step,STD-ART-008,F-137/SCOPE-137/IA-137 파일확인처리 CUSTOM·미착수,
4,생산연동(PitStop·MES),STD-ART-016,T4,C4,자동검판 도구 연동(PitStop 등),미착수,재배정,서희항,merged-owner_side,EXT-PITSTOP,print-kb/wiki/policy/order-mgmt.md#OMG-02 PitStop 연동 후보,
4,생산연동(PitStop·MES),STD-MFG-010,T4,C5,상품↔MES 품목코드(MES_ITEM_CD) 매핑 일괄 적재,부분,재배정,서희항,evidence-path,EXT-MES,order-to-mes-process.md §11 2단계 · 라이브 실측 260902 15/269 || P1판정(260902): 입력·중복검증 UI 는 상품 편집 화면에 실재 · 라이브 실측 260902 269개 중 15개만 채움 · §11 2단계 미체크,
4,생산연동(PitStop·MES),STD-MFG-011,T4,C5,MES 품목코드 중복 검증(부분 유니크·삭제상품 점유 명시),부분,담당맞음,서희항,evidence-path,EXT-PG,raw/webadmin/webadmin/catalog/admin.py:2710 clean_mes_item_cd || P1판정(260902): raw/webadmin/webadmin/catalog/admin.py:2710 clean_mes_item_cd (부분 유니크 ux_t_prd_products_mes_item_cd),
4,생산연동(PitStop·MES),STD-MFG-013,T4,C5,MES-1 주문 접수 전송(WCF·주문헤더+제작사양 전문+원고 목록+handoff_id),미착수,담당맞음,서희항,evidence-path,EXT-MES,order-to-mes-process.md §8.3 MES-1 || P1판정(260902): §11 2단계 미체크 · webadmin 전수 grep 'MES_SENT|mes_send|api_mes' 0건(260902),
4,생산연동(PitStop·MES),STD-MFG-014,T4,C5,MES 중복 전송 방지 도장,미착수,담당맞음,서희항,evidence-path,EXT-MES,order-to-mes-process.md §11 2단계 || P1판정(260902): §11 2단계 「중복 전송 방지 도장」 미체크 · 코드 0건,
4,생산연동(PitStop·MES),STD-MFG-015,T4,C5,MES-2 주문 취소 통보(생산중지 요청),미착수,담당맞음,서희항,evidence-path,EXT-MES,order-to-mes-process.md §8.3 MES-2 || P1판정(260902): §8.3 MES-2 · 코드 0건,
4,생산연동(PitStop·MES),STD-MFG-016,T4,C5,MES-3 원고 교체 통보(회차 증가 시 새 키 전달),미착수,담당맞음,서희항,evidence-path,EXT-MES,[상위:STD-ART-028] order-to-mes-process.md §8.3 MES-3 || P1판정(260902): §8.3 MES-3 · 코드 0건,
4,생산연동(PitStop·MES),STD-MFG-017,T4,C5,MES-4 배송지·수령자 변경 통보(출고 전 한정),미착수,담당맞음,서희항,evidence-path,EXT-MES,[상위:STD-SHP-015] order-to-mes-process.md §8.3 MES-4 || P1판정(260902): §8.3 MES-4 · 코드 0건,
4,생산연동(PitStop·MES),STD-MFG-018,T4,C5,MES-5 주문 조회 재동기화,미착수,담당맞음,서희항,evidence-path,EXT-MES,order-to-mes-process.md §8.3 MES-5 || P1판정(260902): §8.3 MES-5 · 코드 0건,
4,생산연동(PitStop·MES),STD-MFG-019,T4,C5,MES→우리 API 인증(VPC 사설 경로+API 키·인터넷 미개방),미착수,담당맞음,서희항,evidence-path,EXT-MES,order-to-mes-process.md §8.4 인증·경로 · aws-architecture-huni.pdf p.11 §6 || P1판정(260902): §11 2단계 「우리가 제공할 API 4종 정의서」 미작성 · 코드 0건,
4,생산연동(PitStop·MES),STD-MFG-020,T4,C5,주문 큐 비동기 처리(SQS 디커플·MES 다운 중에도 접수 지속),미착수,담당맞음,서희항,rule-step,EXT-MES,aws-architecture-huni.pdf p.7 §3.2 || P1판정(260902): aws-architecture-huni.pdf p.7 §3.2 설계만 · SQS 코드 0건,
4,생산연동(PitStop·MES),STD-MFG-021,T4,C5,실패 재시도·DLQ·처리 실패 주문 관리자 화면,미착수,담당맞음,서희항,evidence-path,EXT-MES,[상위:STD-SYS-016] order-to-mes-process.md §9.4 · aws-architecture-huni.pdf p.7 §3.2 || P1판정(260902): §11 5단계 미체크 · DLQ 코드 0건,
4,생산연동(PitStop·MES),STD-MFG-025,T4,C7,FR-1 MES 주문 상태 변경 통보 수신(접수완료/생산대기/생산중/생산완료),미착수,담당맞음,서희항,evidence-path,EXT-MES;EXT-NHN;STD-MFG-136,order-to-mes-process.md §8.4 FR-1 || P1판정(260902): §8.4 FR-1 · 코드 0건,
4,생산연동(PitStop·MES),STD-MFG-026,T4,C7,접수완료 시 취소 잠금 원자적 전환(cancelable CAS),미착수,담당맞음,서희항,evidence-path,EXT-MES;EXT-NHN;STD-MFG-136,order-to-mes-process.md §7.3 || P1판정(260902): §7.3 취소 경합 CAS · §11 2단계 미체크 · 코드 0건,
4,생산연동(PitStop·MES),STD-MFG-027,T4,C7,TO-2 샵바이 상품준비중 전환(취소 창구 닫기),미착수,담당맞음,서희항,merged-owner_side,EXT-MES;EXT-NHN;STD-MFG-136,order-to-mes-process.md §8.2 TO-2 PUT /orders/prepare-product || P1판정(260902): §8.2 TO-2 · §11 3단계 미체크 · 코드 0건,
4,생산연동(PitStop·MES),STD-MFG-028,T4,C7,FR-2 MES 송장번호 등록 수신,미착수,담당맞음,서희항,evidence-path,EXT-MES;EXT-NHN;STD-MFG-136,[상위:STD-SHP-012] order-to-mes-process.md §8.4 FR-2 || P1판정(260902): §8.4 FR-2 · 코드 0건,
4,생산연동(PitStop·MES),STD-MFG-029,T4,C7,TO-3 샵바이 배송처리(송장 등록·정정),미착수,담당맞음,서희항,merged-owner_side,EXT-MES;EXT-NHN;STD-MFG-136,order-to-mes-process.md §8.2 TO-3 || P1판정(260902): §8.2 TO-3 · §11 3단계 미체크 · 코드 0건,
4,생산연동(PitStop·MES),STD-MFG-031,T4,C7,FR-3 MES 발 주문 취소 요청 수신→샵바이 취소·환불(TO-4),미착수,담당맞음,서희항,merged-owner_side,EXT-MES;EXT-NHN;STD-MFG-136,order-to-mes-process.md §8.4 FR-3 · §7.2 게이트③ || P1판정(260902): §8.4 FR-3 · §8.2 TO-4 · 코드 0건,
4,생산연동(PitStop·MES),STD-MFG-032,T4,C7,FR-5 취소요청 승인·거부 수신→샵바이 클레임 처리(TO-5),미착수,담당맞음,서희항,merged-owner_side,EXT-MES;EXT-NHN;STD-MFG-136,[상위:STD-CLM-013] order-to-mes-process.md §8.4 FR-5 · §8.2 TO-5 || P1판정(260902): §8.4 FR-5 · §8.2 TO-5 · §11 5단계 미체크 · 코드 0건,
4,생산연동(PitStop·MES),STD-MFG-033,T4,C7,생산 시작 후 도착한 취소는 자동 처리하지 않고 담당자 에스컬레이션,미착수,담당맞음,서희항,evidence-path,EXT-MES;EXT-NHN;STD-MFG-136,order-to-mes-process.md §7.3 원칙 2·3 || P1판정(260902): §7.3 원칙 2·3 설계만 · 코드 0건,
4,생산연동(PitStop·MES),STD-MFG-034,T4,C7,FR-7 주문 메모 기록→샵바이 업무 메시지 동기화(TO-6),미착수,담당맞음,서희항,merged-owner_side,EXT-MES;EXT-NHN;STD-MFG-136,order-to-mes-process.md §8.4 FR-7 · §8.2 TO-6 || P1판정(260902): §8.4 FR-7 · §8.2 TO-6 · §11 5단계 미체크 · 코드 0건,
4,생산연동(PitStop·MES),STD-MFG-036,T4,C4,원고 바이러스 온디맨드 명시 스캔,미착수,담당맞음,서희항,evidence-path,EXT-PITSTOP;STD-ART-016,raw/webadmin/docs/artwork-scan-integration.md 해법 || P1판정(260902): §11 4단계 「바이러스 검사 연결」 미체크 · artwork-scan-integration.md 설계만,
4,생산연동(PitStop·MES),STD-MFG-037,T4,C4,바이러스 검사 3중 교차 판정(스캔결과·탐지기록·파일존재해시),미착수,담당맞음,서희항,evidence-path,EXT-PITSTOP;STD-ART-016,artwork-scan-integration.md ③ 결과 3가지 교차 확인 || P1판정(260902): artwork-scan-integration.md ③ 설계만 · 코드 0건,
4,생산연동(PitStop·MES),STD-MFG-038,T4,C4,시그니처 신선도 확인·오래되면 보류,미착수,담당맞음,서희항,evidence-path,EXT-PITSTOP;STD-ART-016,artwork-scan-integration.md 시그니처 신선도 || P1판정(260902): artwork-scan-integration.md 시그니처 신선도 — 설계만,
4,생산연동(PitStop·MES),STD-MFG-039,T4,C4,스캔 실패·타임아웃은 통과가 아니라 보류(재시도 큐),미착수,담당맞음,서희항,evidence-path,EXT-PITSTOP;STD-ART-016,artwork-scan-integration.md ⚠ 주의 3 || P1판정(260902): artwork-scan-integration.md ⚠주의 3 — 설계만,
4,생산연동(PitStop·MES),STD-MFG-040,T4,C4,감염 파일 격리+담당자 알림+고객 재업로드 요청,미착수,담당맞음,서희항,evidence-path,EXT-PITSTOP;STD-ART-016,[상위:STD-ART-018] artwork-scan-integration.md n8n 배치 초안 || P1판정(260902): artwork-scan-integration.md n8n 배치 초안 — 설계만,
4,생산연동(PitStop·MES),STD-MFG-044,T4,C4,폰트 미포함 검사,미착수,담당맞음,서희항,evidence-path,EXT-PITSTOP;STD-ART-016,[구분:STD-ART-012] order-to-mes-process.md §5.2 A목록 || P1판정(260902): §5.2 A목록 · §11 4단계 미체크,
4,생산연동(PitStop·MES),STD-MFG-046,T4,C4,페이지 수와 주문 사양 대조,미착수,담당맞음,서희항,evidence-path,EXT-PITSTOP;STD-ART-016,order-to-mes-process.md §5.2 A목록 || P1판정(260902): §5.2 A목록 · §11 4단계 미체크,
4,생산연동(PitStop·MES),STD-MFG-048,T4,C4,파일 열림·손상·암호 걸림 검사,미착수,provided,서희항,merged-owner_side,EXT-PITSTOP;STD-ART-016,[상위:STD-ART-008] order-to-mes-process.md §5.2 A목록 || P1판정(260902): §5.2 A목록 · §11 4단계 미체크,
4,생산연동(PitStop·MES),STD-MFG-049,T4,C4,판정 3갈래 분기(자동 재업로드 요청·담당자 검수·담당자 발 요청),미착수,담당맞음,서희항,merged-owner_side,EXT-PITSTOP;STD-ART-016,[상위:STD-ART-017] order-to-mes-process.md §5.2 표 || P1판정(260902): §5.2 3갈래 표 — 설계만 · §11 4단계 미체크,
4,생산연동(PitStop·MES),STD-MFG-050,T4,C4,자동 발송 오류 목록 관리(좁게 유지·담당자와 확정),미착수,재배정,서희항,evidence-path,—,order-to-mes-process.md §5.2 · §12-6 || P1판정(260902): §5.2 · §12-6 「접수담당자와 최종 확정」 — 목록 확정이 먼저,
4,생산연동(PitStop·MES),STD-MFG-051,T4,C4,FR-6 프리플라이트 재실행 요청 수신,미착수,담당맞음,서희항,merged-owner_side,EXT-PITSTOP;STD-ART-016,order-to-mes-process.md §8.4 FR-6 || P1판정(260902): §8.4 FR-6 · 코드 0건,
4,생산연동(PitStop·MES),STD-MFG-052,T4,C4,검사 감사기록 보관(검사시각·엔진시그니처버전·판정·탐지명·파일해시·PitStop 리포트),미착수,담당맞음,서희항,merged-owner_side,EXT-PITSTOP;STD-ART-016,artwork-scan-integration.md 감사 기록으로 남길 것 || P1판정(260902): artwork-scan-integration.md 감사 기록 — 설계만 · 그릇 없음,
4,생산연동(PitStop·MES),STD-MFG-053,T4,C4,검사 없이 PitStop 투입 경로 차단(코드상 부재 보장),미착수,담당맞음,서희항,merged-owner_side,EXT-PITSTOP;STD-ART-016,artwork-scan-integration.md 작업 폴더 정책 || P1판정(260902): artwork-scan-integration.md 작업 폴더 정책 — 설계만,
4,생산연동(PitStop·MES),STD-MFG-054,T4,C4,FR-4 재업로드 요청 수신→서명 1회성 링크 발급(주문·항목·구성원 바인딩·7일),미착수,담당맞음,서희항,merged-owner_side,EXT-PITSTOP;STD-ART-016,[상위:STD-ART-018] order-to-mes-process.md §5.3 · §8.4 FR-4 || P1판정(260902): §5.3 · §8.4 FR-4 · §11 4단계 미체크,
4,생산연동(PitStop·MES),STD-MFG-055,T4,C4,재업로드 화면(위젯 업로드 컴포넌트 재사용·대상 파일 지정),미착수,담당맞음,서희항,merged-owner_side,EXT-PITSTOP;STD-ART-016,[상위:STD-ART-007] order-to-mes-process.md §5.3 || P1판정(260902): §5.3 재업로드 화면 · §11 4단계 미체크,
4,생산연동(PitStop·MES),STD-MFG-056,T4,C4,재업로드 시 회차 증가+검사 자동 재실행,미착수,담당맞음,서희항,merged-owner_side,EXT-PITSTOP;STD-ART-016,[상위:STD-ART-007] order-to-mes-process.md §5.3 || P1판정(260902): §5.3 · §11 4단계 미체크,
4,생산연동(PitStop·MES),STD-MFG-057,T4,C4,원고 보완 대기 중 주문상태 결제완료 유지(고객 취소권 보존),미착수,담당맞음,서희항,merged-owner_side,EXT-PITSTOP;STD-ART-016,order-to-mes-process.md §5.3 마지막 문단 || P1판정(260902): §5.3 마지막 문단 — 설계만,
4,생산연동(PitStop·MES),STD-MFG-099,T4,C5,셋트상품·건수(같은 사양 반복) MES 작업 분해,부분,담당맞음,서희항,evidence-path,EXT-MES,"[구분:STD-ADP-016] order-to-mes-process.md §12-11 · widget_api.py:1912,:1938 case_cnt || P1판정(260902): raw/webadmin/webadmin/catalog/widget_api.py:1912 case_cnt_rule · :1938 parse_case_cnt (건수 산출은 실재)",
4,생산연동(PitStop·MES),STD-MFG-131,T4,C5,단계별 체류 건수·DLQ 처리 현황 대시보드,미착수,담당맞음,서희항,evidence-path,—,[상위:STD-SYS-016] order-to-mes-process.md §11 5단계 || P1판정(260902): §11 5단계 「처리 현황 대시보드」 미체크 · 코드 0건,
4,생산연동(PitStop·MES),T4-3,T4,C4,파일 검수 경로 결정·구축 — PitStop 조달 또는 사람 검수(D-P1·D-P2),없음,분할,서희항+신우진,rule-track,대표(구매) PitStop 구매·라이선스 결정(D-P1),_workspace/huni-launch-runway/07_rebaseline/S/S2-pipeline/pipeline-status.csv:17,
5,인프라 이전(Lightsail),F1-2,T1,F1,`huni/dev/admin-runtime-env` 시크릿 채움(필수: `DJANGO_SECRET_KEY` 고정 난수≥32자·`AWS_ACCESS_KEY_ID/SECRET`·`WAPI_SERVER_KEY_REQUIRED=Y` · 샵바이 3키 · Edicus 4키 · S3 5키+베이스 2,미착수,담당맞음,서희항,rule-step,F1-1,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:41,
5,인프라 이전(Lightsail),F1-3,T1,F1,Actions → 「Deploy to dev (huni-admin)」 수동 실행(master),미착수,담당맞음,서희항,rule-step,F1-1·F1-2,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:42,
5,인프라 이전(Lightsail),F1-4,T1,F1,사이드카·LB 실측: cron 로그 `cron_hourly 시작 — 매시 :15` → 정시 `recalc 종료` · 60초 초과 의심 3요청(시작가 재계산·주문등록 승격·그리드 full-sync) 504 여부 · `X-Forwarded-For` 원문 1건,미착수,담당맞음,서희항,rule-step,F1-3,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:43,
5,인프라 이전(Lightsail),F1-5,T1,F1,첫 성공 후 `deploy.yml` push 트리거 주석 해제 + `test_deploy_workflow_manual_first` 반전,미착수,담당맞음,서희항,rule-step,F1-3 healthy,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:44,
5,인프라 이전(Lightsail),F2-2,T1,F2,리허설: Railway `pg_dump --no-owner --no-acl` 평문 SQL → 임시 스키마에 복원 → 검증 4종(`audit_data_integrity --exposure --strict`·`audit_published_prices`·`audit_set_qty_mode`·,미착수,담당맞음,서희항,rule-step,F2-1,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:51,
5,인프라 이전(Lightsail),F2-3,T1,F2,vc_ 2객체 재덤프(파이썬 DDL+INSERT 조립) → `webapp` 적재 → 웹팀 도구 접속 문자열 `webapp` 확인 → 상세 탭 표시 확인,미착수,담당맞음,서희항,rule-step,F2-1,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:52,
5,인프라 이전(Lightsail),F2-4,T1,F2,본반입 창: Railway 관리자 쓰기 정지 공지 → 재덤프 → `hunidb` 반입 → 검증 4종 → 행수 지문 대조,미착수,담당맞음,서희항,rule-step,F2-2 PASS,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:53,
5,인프라 이전(Lightsail),F3-1,T1,F3,Railway `start-price-cron` 정지,미착수,담당맞음,서희항,rule-step,F2-4,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:59,
5,인프라 이전(Lightsail),F3-10,T1,F3,전환 후 실측: `/healthz`·로그인·위젯 설정 API 지연·장바구니→재견적·크론 로그,미착수,담당맞음,서희항,rule-step,F3-1~9,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:68,
5,인프라 이전(Lightsail),F3-11,T1,F3,Railway 3서비스 종료(최종 덤프 보관 후),미착수,재배정,서희항,rule-track,F3-10 안정 + vc_ 웹팀 확인,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:69,
5,인프라 이전(Lightsail),F3-4,T1,F3,샵바이 콘솔 IP 화이트리스트 52.78.126.17 등록 → 메인이미지 동기화 1건 실측,미착수,재배정,서희항,rule-step,프록시 시크릿,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:62,
5,인프라 이전(Lightsail),F3-5,T1,F3,샵바이 웹훅 수신 URL → 새 호스트 `/api/w/v1/shopby/webhook/<secret>`,미착수,재배정,서희항,rule-step,F3-4 · `SHOPBY_WEBHOOK_SECRET` 동일값,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:63,
5,인프라 이전(Lightsail),F3-7,T1,F3,DNS `huni-admin.printly.co.kr` CNAME → Lightsail + `CUSTOM_DOMAIN` 에 콤마 추가 + Lightsail 커스텀 도메인 인증서,미착수,재배정,서희항,rule-track,F3-6,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:65,
5,인프라 이전(Lightsail),F3-8,T1,F3,"Railway 변수 이관 대조(`railway variables --service huni-admin` 키 목록, 값 노출 금지) + `DJANGO_SECRET_KEY` Railway 값을 시크릿에 그대로",미착수,담당맞음,서희항,rule-step,F1-2,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:66,
5,인프라 이전(Lightsail),F3-9,T1,F3,Edicus 허용 도메인/콜백에 새 호스트 필요 여부 확인,미착수,담당맞음,서희항,rule-step,F3-7,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:67,
5,인프라 이전(Lightsail),STD-SYS-017,T7,E4,데이터 백업·복구 절차,미착수,재배정,서희항,rule-track,—,print-kb/wiki/huni/load-path.md 적재 경로 안전장치 · L4 사유: DB 스냅샷·복구 리허설 미확인.,DB 백업·복구 리허설 = F2 반입과 같은 손 → ⑤
5,인프라 이전(Lightsail),T1-1,T1,F1,관리서버(webadmin) Lightsail dev 배포·검증 — F1-1~F1-5,미착수,담당맞음,서희항,rule-step,외부(인프라팀) OIDC 신뢰정책·시크릿 회신,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:36,
5,인프라 이전(Lightsail),T1-2,T1,F2,DB 반입(PG 18.6→17) 리허설·본반입·검증 4종·vc_ 분리 — F2-1~F2-4,미착수,담당맞음,서희항,rule-step,외부(인프라팀) SSH 터널·PG 17 인스턴스,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:46,
5,인프라 이전(Lightsail),T1-3,T1,F3,운영 전환 12단계(F3-11 Railway 종료는 오픈 테스트 통과 전 금지),미착수,담당맞음,서희항,rule-step,T1-2,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:55,
6,webadmin 운영화면·회원/정산 이관,STD-ADC-004,T3,D2,프린팅머니 수동 지급·차감,미착수,재배정,서희항,merged-owner_side,STD-PAY-007,print-quote/04_design/ia.md §2.3 SM-A-42 · L4 사유: 프린팅머니가 샵바이 적립금 재해석인지 별도 원장인지 미결(X-DEC-PRINTMONEY). 고객측 충전도 no-op(SB-051 stub),리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-ADC-014,T3,A5,인쇄 가이드 콘텐츠 관리,구현-미검증,분할,서희항+최숙진,merged-owner_side,—,raw/webadmin/webadmin/config/urls.py:72-87 가이드파일 업로드/관리 · raw/webadmin/webadmin/catalog/s3_guide.py:266-350,리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-ADO-002,T4,C5,주문 상세 조회(사양·파일·금액),부분,재배정,서희항,manual-read,—,raw/webadmin/webadmin/catalog/models.py:1081 TOrdArtworks(주문 원고) · raw/webadmin/webadmin/catalog/artwork_promote.py:1 tmp→order 승격,리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-ADO-003,T4,C5,주문 상태 변경(단건),부분,재배정,서희항,manual-read,—,raw/webadmin/webadmin/catalog/models.py:1085 ord_sts(주문상태) 컬럼 + 제네릭 admin 편집,리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-ADO-005,T4,C5,상태 변경 시 고객 알림 자동발송,미착수,재배정,서희항·최숙진,rule-step,STD-SYS-034;STD-SYS-035,print-kb/wiki/policy/order-mgmt.md#OMG-03 · L4 사유: 알림톡/SMS 서비스 계약 자체가 미체결(X-SMS-CONTRACT) — 발송 배선 이전 단계,리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-ADO-008,T4,C4,파일 확인 처리(검판 판정),미착수,재배정,서희항,merged-owner_side,—,print-kb/wiki/policy/order-mgmt.md#OMG-02 · L4 사유: 원고 파일 승격(WA-052)은 있으나 검판 '판정'(합격·반려·사유) 화면이 없다. 파일 검수 기준 자체도 미확정(X-DEC-FILECHECK),리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-ADO-009,T4,C4,재업로드 요청 발송,미착수,담당맞음,서희항,rule-step,EXT-ALIMTALK;STD-MFG-128,print-quote/04_design/ia.md §2.3 SM-A-62 · L4 사유: 재업로드 요청 발송 경로 부재(SMS 계약 종속),리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-ADP-034,T2,A1,수작 상품 등록,미실측,재배정,서희항·최숙진,rule-step,—,"L3/legacy-normalized.json#F-111,IA-111,SCOPE-111 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:112 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A112:K112 || P1판정(260902): 수작 상품 등록은 셀러어드민 상품 등록 화면 소관 — 접속 보류로 확인 불가",리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-ADP-037,T2,A2,게시 위젯 가격 전수 대조(1차 최숙진 → 2차 김용기 → 3차 채훈희 승인),부분,재배정,서희항,merged-owner_side,—,후니정기미팅 정리260915.html §가격·템플릿 데이터 · 미결 1 / 후니-오픈잔여작업-실무진안내_260909.html §항목 1 · ④ 완료 기준,리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-B2B-001,T5,E1,거래처(기업회원) 등록·관리,부분,재배정,서희항,evidence-path,—,WA-060 partial — raw/webadmin/webadmin/catalog/models.py:87 (TCusCustomers 모델만·전용 운영화면 urls.py 부재),리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-CAT-011,T3,A5,상품별 제작 소요일/출고 기준 안내,미착수,분할,김동학+서희항,merged-owner_side,—,print-story/02_capture/order-flow-steps.md §C-6 출고 옵션,리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-CAT-034,T3,A5,상세페이지 탭 6종 자동 등록(디자인가이드·디자인보기 포함),부분,분할,김동학+서희항+최숙진,merged-owner_side,—,후니정기미팅 정리260915.html §디자인 상품·편집기·보관함 · 확정 3 / 후니-오픈잔여작업-실무진안내_260909.html §항목 2 · ④ 완료 기준,3-way 분할(김동학 표시·최숙진 콘텐츠·서희항 자동등록 도구) 중 서희항 몫은 webadmin 등록 도구 → ⑥
6,webadmin 운영화면·회원/정산 이관,STD-MEM-018,T3,B5,회원등급 산정·자동 승급,미착수,재배정,서희항,merged-owner_side,—,[L4b보강] huni-skin-shopby/src/lib/api/hooks/use-profile.ts:39 (memberGradeName 표시 필드만),리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-MEM-020,T3,B5,기존 회원 데이터 이관(구 사이트),미착수,재배정,서희항,merged-owner_side,EXT-OLDDB,print-kb/wiki/policy/membership-auth.md#MEM-01 마이그레이션 이슈 명시 · L4 사유: 돈 걸림. 구 DB 미접근(X-OLDDB-ACCESS-01)이 20개 질문의 공통 선행 블로커. 이관 리허설 미실행.,리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-MFG-007,T4,C5,담당자용 보류 주문 목록 화면,미착수,담당맞음,서희항,evidence-path,—,order-to-mes-process.md §11 1단계 미체크(남음) || P1판정(260902): §11 1단계 「(남음) 담당자용 보류 주문 목록 화면」 — 미체크,리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
