legacy_id,원천,기능서술,원판정,돈여부,주문여부,L4c 비고
SCOPE-035,scope,쇼핑몰 / 인쇄상품 / B2 비규격 사용자입력(가로×세로 최소/최대),CUSTOM,,,
SCOPE-036,scope,쇼핑몰 / 인쇄상품 / B3 수량 선택+직접입력,CUSTOM,,,
SCOPE-037,scope,쇼핑몰 / 인쇄상품 / B4 종이/소재 선택(+평량),CUSTOM,,,
SCOPE-038,scope,쇼핑몰 / 인쇄상품 / B5 인쇄 도수(단/양면)+별색·화이트,CUSTOM,,,
SCOPE-039,scope,쇼핑몰 / 인쇄상품 / B6 코팅,CUSTOM,,,
SCOPE-040,scope,쇼핑몰 / 인쇄상품 / B7 커팅/조각수/모서리,CUSTOM,,,
SCOPE-041,scope,쇼핑몰 / 인쇄상품 / B8 접지/오시/미싱,CUSTOM,,,
SCOPE-042,scope,쇼핑몰 / 인쇄상품 / B9 제본(방향·면지·링컬러·바인더링·투명커버),CUSTOM,,,
SCOPE-043,scope,쇼핑몰 / 인쇄상품 / B10 내지/표지 그룹 분리,CUSTOM,,,
SCOPE-044,scope,쇼핑몰 / 인쇄상품 / B11 박/형압(앞·뒤·크기·박칼라),CUSTOM,,,
SCOPE-045,scope,쇼핑몰 / 인쇄상품 / B12 캘린더 가공/장수,CUSTOM,,,
SCOPE-046,scope,쇼핑몰 / 인쇄상품 / B13 추가상품(봉투 등),PARTIAL,,,
SCOPE-047,scope,쇼핑몰 / 인쇄상품 / B14 개별포장,PARTIAL,,,
SCOPE-048,scope,쇼핑몰 / 인쇄상품 / B15 옵션 제약·조건부 노출(같이 못 고르는 조합 등),CUSTOM,,,
SCOPE-049,scope,쇼핑몰 / 인쇄상품 / C1 옵션 변경 시 가격 실시간 재계산,CUSTOM,,,
SCOPE-050,scope,쇼핑몰 / 인쇄상품 / C2 수량별 가격표 보기,CUSTOM,,,
SCOPE-051,scope,쇼핑몰 / 인쇄상품 / C3 견적서 생성·다운로드,CUSTOM,,,
SCOPE-052,scope,쇼핑몰 / 인쇄상품 / D1 파일 업로드(PDF),CUSTOM,,,
SCOPE-053,scope,쇼핑몰 / 인쇄상품 / D2 편집상품 미리보기·썸네일,CUSTOM,,,
SCOPE-054,scope,쇼핑몰 / 인쇄상품 / D3 온라인 에디터 연동(템플릿·편집),CUSTOM,,,
SCOPE-055,scope,쇼핑몰 / 인쇄상품 / D4 가변데이터 인쇄(VDP),CUSTOM,,,
SCOPE-056,scope,쇼핑몰 / 인쇄상품 / D5 표지/작업 템플릿 다운로드,PARTIAL,,,
SCOPE-057,scope,쇼핑몰 / 인쇄상품 / E1 규격 가이드 모달,PARTIAL,,,
SCOPE-058,scope,쇼핑몰 / 인쇄상품 / E2 인쇄영역·도련 가이드,PARTIAL,,,
SCOPE-059,scope,쇼핑몰 / 인쇄상품 / E3 주문가능 자재(용지) 목록 모달,CUSTOM,,,
SCOPE-060,scope,쇼핑몰 / 인쇄상품 / E4 작업/재단/블리드 사이즈 안내,PARTIAL,,,
SCOPE-061,scope,쇼핑몰 / 인쇄상품 / F1 주문 전 검증(필수옵션·파일·로그인),PARTIAL,,,
SCOPE-062,scope,쇼핑몰 / 인쇄상품 / F2 주문 데이터 생성(선택 옵션을 주문으로 변환),CUSTOM,,,
SCOPE-063,scope,쇼핑몰 / 인쇄상품 / F3 우측 플로팅 주문박스(가격·CTA),PARTIAL,,,
SCOPE-064,scope,쇼핑몰 / 인쇄상품 / F4 장바구니 담기,PARTIAL,,,
SCOPE-065,scope,쇼핑몰 / 인쇄상품 / F5 옵션 보관함 저장·불러오기,CUSTOM,,,
SCOPE-066,scope,쇼핑몰 / 인쇄상품 / G1 상세설명 콘텐츠(하단 detail),PARTIAL,,,
SCOPE-067,scope,쇼핑몰 / 고객센터 / 공지사항,SOLVED,,,
SCOPE-068,scope,쇼핑몰 / 고객센터 / 자주묻는질문,SOLVED,,,
SCOPE-069,scope,쇼핑몰 / 고객센터 / 상품Q&A + 문의하기,SOLVED,,,
SCOPE-070,scope,쇼핑몰 / 고객센터 / 대량주문 견적문의,PARTIAL,,,
SCOPE-071,scope,쇼핑몰 / 고객센터 / 기업인쇄상담,SOLVED,,,
SCOPE-072,scope,쇼핑몰 / 고객센터 / 디자인상담,SOLVED,,,
SCOPE-073,scope,쇼핑몰 / 고객센터 / 비회원 주문조회 (주문번호+이메일+휴대폰),SOLVED,,,
SCOPE-074,scope,쇼핑몰 / 결제 / 수동카드결제 (PC+모바일),CUSTOM,,,
SCOPE-075,scope,쇼핑몰 / 주문 / 파일/편집 정보입력,CUSTOM,,,
SCOPE-076,scope,쇼핑몰 / 주문 / 보관함/장바구니,PARTIAL,,,
SCOPE-077,scope,쇼핑몰 / 주문 / 배송정보입력,PARTIAL,,,
SCOPE-078,scope,쇼핑몰 / 주문 / 배송지목록,SOLVED,,,
SCOPE-079,scope,쇼핑몰 / 주문 / 배송지입력,SOLVED,,,
SCOPE-080,scope,쇼핑몰 / 주문 / 결제하기 (이니시스 연동),SOLVED,,,
SCOPE-081,scope,쇼핑몰 / 주문 / 주문완료 + 주문완료 메일 발송,SOLVED,,,
SCOPE-082,scope,쇼핑몰 / 주문 / 디자인 의뢰하기,CUSTOM,,,
SCOPE-083,scope,쇼핑몰 / 정보 / 회사소개,SOLVED,,,
SCOPE-084,scope,쇼핑몰 / 정보 / 이용약관,SOLVED,,,
SCOPE-085,scope,쇼핑몰 / 정보 / 개인정보보호,SOLVED,,,
SCOPE-086,scope,쇼핑몰 / 정보 / 찾아오시는 길,SOLVED,,,
SCOPE-087,scope,쇼핑몰 / 가이드 / 작업시 유의사항 (11개 가이드),PARTIAL,,,
SCOPE-088,scope,쇼핑몰 / 마케팅 / 랜딩페이지 5종 (종이/제본/캘린더/파우치/스티커),PARTIAL,,,
SCOPE-089,scope,쇼핑몰 / 마케팅 / 이용후기 메인,PARTIAL,,,
SCOPE-090,scope,쇼핑몰 / 마케팅 / 체험단 모집 메인,CUSTOM,,,체험단 — 프로모션 축(L4b) 추정
SCOPE-091,scope,쇼핑몰 / 상품 / 포장재상품 주문하기,CUSTOM,,,
SCOPE-092,scope,쇼핑몰 / 상품 / 굿즈상품 주문하기 + 파우치&백,CUSTOM,,,
SCOPE-093,scope,쇼핑몰 / 상품 / 수작 상품 (메인+상품페이지),CUSTOM,,,
SCOPE-094,scope,관리자 / 관리자 / 관리자 등록/관리,SOLVED,,,관리자 계정 등록/관리 — 운영자 기능이나 L1 표준에서는 시스템·플랫폼 축(L4b)에 있을 가능성. 내 4개 대분류에 해당 std 행 없음
SCOPE-095,scope,관리자 / 거래처 / 거래처관리 (등록/수정/처리),CUSTOM,,,거래처(B2B 고객)·매장게시판 — 운영자 화면이지만 표준 대응행은 B2B(L4b) 추정. webadmin 은 TCusCustomers 모델만 있고 전용 화면 부재(WA-060 partial)
SCOPE-096,scope,관리자 / 거래처 / 매장게시판,PARTIAL,,,거래처(B2B 고객)·매장게시판 — 운영자 화면이지만 표준 대응행은 B2B(L4b) 추정. webadmin 은 TCusCustomers 모델만 있고 전용 화면 부재(WA-060 partial)
SCOPE-097,scope,관리자 / 원장관리 / 계좌관리 (원장용 계좌 등록),CUSTOM,,,원장관리(계좌·오프라인 거래·업체별 미수금) — 돈이 걸린 B2B 원장. 내 정산·통계 12행에 대응 std 행이 없다. ★L1 표준의 진짜 결손 후보 — lead 교집합에서 우선 검토 요망
SCOPE-098,scope,관리자 / 원장관리 / 원장관리 (오프라인 거래 등록),CUSTOM,,,원장관리(계좌·오프라인 거래·업체별 미수금) — 돈이 걸린 B2B 원장. 내 정산·통계 12행에 대응 std 행이 없다. ★L1 표준의 진짜 결손 후보 — lead 교집합에서 우선 검토 요망
SCOPE-099,scope,관리자 / 원장관리 / 업체별 미수금,CUSTOM,,,원장관리(계좌·오프라인 거래·업체별 미수금) — 돈이 걸린 B2B 원장. 내 정산·통계 12행에 대응 std 행이 없다. ★L1 표준의 진짜 결손 후보 — lead 교집합에서 우선 검토 요망
SCOPE-111,scope,관리자 / 상품관리 / 수작 상품등록,CUSTOM,,,수작/디자인 상품등록 — 상품 등록 계열이나 L1 운영자·상품가격 33행에 인쇄/굿즈/포장재만 있고 수작·디자인 행이 없다. ★표준 결손 후보(상품유형 SOT 상 디자인.04 는 폐기 축이라 의도적 제외일 수 있음)
SCOPE-113,scope,관리자 / 상품관리 / 디자인 상품등록,CUSTOM,,,수작/디자인 상품등록 — 상품 등록 계열이나 L1 운영자·상품가격 33행에 인쇄/굿즈/포장재만 있고 수작·디자인 행이 없다. ★표준 결손 후보(상품유형 SOT 상 디자인.04 는 폐기 축이라 의도적 제외일 수 있음)
SCOPE-121,scope,관리자 / 게시판 / 체험단관리 (등록/수정/신청내역),CUSTOM,,,체험단 — 프로모션 축(L4b) 추정
SCOPE-141,scope,관리자 / 주문관리 / 주문관리-후불결제,PARTIAL,,,주문관리-후불결제 — 주문운영 화면이지만 후불(여신)은 B2B 축(L4b) 추정. 경계 항목
SCOPE-145,scope,쇼핑몰 / 회원 / 간편로그인(네이버/카카오),SOLVED,,,
SCOPE-147,scope,쇼핑몰 / 회원 / 휴면회원 전환/해제,SOLVED,,,
SCOPE-148,scope,쇼핑몰 / 결제 / 무통장입금/가상계좌+입금확인,SOLVED,,,
SCOPE-149,scope,쇼핑몰 / 결제 / 간편결제(네이버페이),SOLVED,,,
SCOPE-150,scope,쇼핑몰 / 주문 / 도서산간 추가배송비 데이터화,PARTIAL,,,
SCOPE-151,scope,쇼핑몰 / 주문 / 배송비 템플릿/조건부 무료배송,PARTIAL,,,
SCOPE-154,scope,쇼핑몰 / 상품 / 상품 검색·필터 엔진,PARTIAL,,,
SCOPE-156,scope,쇼핑몰 / 마이페이지 / 첫구매/생일 자동쿠폰,PARTIAL,,,
SCOPE-161,scope,쇼핑몰 / 주문 / 주문상태 추적(고객 마이페이지),PARTIAL,,,
IA-001,ia,쇼핑몰 / 로그인 / 일반 로그인,미착수,,,
IA-002,ia,쇼핑몰 / 로그인 / 아이디 찾기 (이메일 발송),미착수,,,
IA-003,ia,쇼핑몰 / 로그인 / 비밀번호 찾기 (휴대폰 임시PW),대기,,,
IA-004,ia,쇼핑몰 / 회원가입 / 약관동의,미착수,,,
IA-005,ia,쇼핑몰 / 회원가입 / 정보입력,미착수,,,
IA-006,ia,쇼핑몰 / 회원가입 / 이메일 중복확인,미착수,,,
IA-007,ia,쇼핑몰 / 회원가입 / 휴대전화 인증,대기,,,
IA-008,ia,쇼핑몰 / 회원가입 / 가입완료 메일 발송,미착수,,,
IA-009,ia,쇼핑몰 / 마이페이지 / 주문조회,미착수,,,
IA-010,ia,쇼핑몰 / 마이페이지 / 주문상세조회(편집상품 미리보기),미착수,,,
IA-011,ia,쇼핑몰 / 마이페이지 / 옵션보관함 (저장된 인쇄옵션),미착수,,,
IA-012,ia,쇼핑몰 / 마이페이지 / 쿠폰관리 ,미착수,,,
IA-013,ia,쇼핑몰 / 마이페이지 / 쿠폰등록,미착수,,,
IA-014,ia,쇼핑몰 / 마이페이지 / 프린팅머니,대기,,,
IA-015,ia,쇼핑몰 / 마이페이지 / 머니충전,대기,,,
IA-016,ia,쇼핑몰 / 마이페이지 / 나의 상품Q&A + 문의하기,미착수,,,
IA-017,ia,쇼핑몰 / 마이페이지 / 나의 리뷰,미착수,,,
IA-018,ia,쇼핑몰 / 마이페이지 / 리뷰쓰기(사진업로드) 수정/삭제,미착수,,,
IA-019,ia,쇼핑몰 / 마이페이지 / 나의 체험단 활동내역 + 후기,미착수,,,체험단 — 프로모션 축(L4b) 추정
IA-020,ia,쇼핑몰 / 마이페이지 / 1:1문의 + 문의하기,미착수,,,
IA-021,ia,쇼핑몰 / 마이페이지 / 회원정보수정,미착수,,,
IA-022,ia,쇼핑몰 / 마이페이지 / 회원정보수정_비밀번호입력,미착수,,,
IA-023,ia,쇼핑몰 / 마이페이지 / 비밀번호변경,미착수,,,
IA-024,ia,쇼핑몰 / 마이페이지 / 회원탈퇴,미착수,,,
IA-025,ia,쇼핑몰 / 마이페이지 / 증빙서류발급내역 (현금영수증+세금계산서),미착수,,,
IA-026,ia,쇼핑몰 / 마이페이지 / 사업자정보(목록),미착수,,,
IA-027,ia,쇼핑몰 / 마이페이지 / 사업자정보등록(쓰기),미착수,,,
IA-028,ia,쇼핑몰 / 마이페이지 / 현금영수증정보,미착수,,,
IA-029,ia,쇼핑몰 / 마이페이지 / 메인,미착수,,,
IA-030,ia,쇼핑몰 / 마이페이지 / 서브메인(랜딩페이지),미착수,,,
IA-031,ia,쇼핑몰 / 마이페이지 / LIST (검색결과),미착수,,,
IA-032,ia,쇼핑몰 / 인쇄상품 / A1 상품 기본정보 세팅(상품코드·주문가능·회원),미착수,,,
IA-033,ia,쇼핑몰 / 인쇄상품 / A2 상품별 옵션 목록 불러오기,진행중,,,
IA-034,ia,쇼핑몰 / 인쇄상품 / B1 규격(사이즈) 선택,미착수,,,
IA-035,ia,쇼핑몰 / 인쇄상품 / B2 비규격 사용자입력(가로×세로 최소/최대),미착수,,,
IA-036,ia,쇼핑몰 / 인쇄상품 / B3 수량 선택+직접입력,미착수,,,
IA-037,ia,쇼핑몰 / 인쇄상품 / B4 종이/소재 선택(+평량),미착수,,,
IA-038,ia,쇼핑몰 / 인쇄상품 / B5 인쇄 도수(단/양면)+별색·화이트,미착수,,,
IA-039,ia,쇼핑몰 / 인쇄상품 / B6 코팅,미착수,,,
IA-040,ia,쇼핑몰 / 인쇄상품 / B7 커팅/조각수/모서리,미착수,,,
IA-041,ia,쇼핑몰 / 인쇄상품 / B8 접지/오시/미싱,미착수,,,
IA-042,ia,쇼핑몰 / 인쇄상품 / B9 제본(방향·면지·링컬러·바인더링·투명커버),미착수,,,
IA-043,ia,쇼핑몰 / 인쇄상품 / B10 내지/표지 그룹 분리,미착수,,,
IA-044,ia,쇼핑몰 / 인쇄상품 / B11 박/형압(앞·뒤·크기·박칼라),미착수,,,
IA-045,ia,쇼핑몰 / 인쇄상품 / B12 캘린더 가공/장수,미착수,,,
IA-046,ia,쇼핑몰 / 인쇄상품 / B13 추가상품(봉투 등),미착수,,,
IA-047,ia,쇼핑몰 / 인쇄상품 / B14 개별포장,미착수,,,
IA-048,ia,쇼핑몰 / 인쇄상품 / B15 옵션 제약·조건부 노출(같이 못 고르는 조합 등),미착수,,,
IA-049,ia,쇼핑몰 / 인쇄상품 / C1 옵션 변경 시 가격 실시간 재계산,진행중,,,
IA-050,ia,쇼핑몰 / 인쇄상품 / C2 수량별 가격표 보기,미착수,,,
IA-051,ia,쇼핑몰 / 인쇄상품 / C3 견적서 생성·다운로드,미착수,,,
IA-052,ia,쇼핑몰 / 인쇄상품 / D1 파일 업로드(PDF),미착수,,,
IA-053,ia,쇼핑몰 / 인쇄상품 / D2 편집상품 미리보기·썸네일,미착수,,,
IA-054,ia,쇼핑몰 / 인쇄상품 / D3 온라인 에디터 연동(템플릿·편집),대기,,,
IA-055,ia,쇼핑몰 / 인쇄상품 / D4 가변데이터 인쇄(VDP),대기,,,
IA-056,ia,쇼핑몰 / 인쇄상품 / D5 표지/작업 템플릿 다운로드,미착수,,,
IA-057,ia,쇼핑몰 / 인쇄상품 / E1 규격 가이드 모달,미착수,,,
IA-058,ia,쇼핑몰 / 인쇄상품 / E2 인쇄영역·도련 가이드,미착수,,,
IA-059,ia,쇼핑몰 / 인쇄상품 / E3 주문가능 자재(용지) 목록 모달,미착수,,,
IA-060,ia,쇼핑몰 / 인쇄상품 / E4 작업/재단/블리드 사이즈 안내,미착수,,,
IA-061,ia,쇼핑몰 / 인쇄상품 / F1 주문 전 검증(필수옵션·파일·로그인),미착수,,,
IA-062,ia,쇼핑몰 / 인쇄상품 / F2 주문 데이터 생성(선택 옵션을 주문으로 변환),미착수,,,
IA-063,ia,쇼핑몰 / 인쇄상품 / F3 우측 플로팅 주문박스(가격·CTA),미착수,,,
IA-064,ia,쇼핑몰 / 인쇄상품 / F4 장바구니 담기,미착수,,,
IA-065,ia,쇼핑몰 / 인쇄상품 / F5 옵션 보관함 저장·불러오기,미착수,,,
IA-066,ia,쇼핑몰 / 인쇄상품 / G1 상세설명 콘텐츠(하단 detail),진행중,,,
IA-067,ia,쇼핑몰 / 고객센터 / 공지사항,미착수,,,
IA-068,ia,쇼핑몰 / 고객센터 / 자주묻는질문,미착수,,,
IA-069,ia,쇼핑몰 / 고객센터 / 상품Q&A + 문의하기,미착수,,,
IA-070,ia,쇼핑몰 / 고객센터 / 대량주문 견적문의,미착수,,,
IA-071,ia,쇼핑몰 / 고객센터 / 기업인쇄상담,미착수,,,
IA-072,ia,쇼핑몰 / 고객센터 / 디자인상담,미착수,,,
IA-073,ia,쇼핑몰 / 고객센터 / 비회원 주문조회 (주문번호+이메일+휴대폰),미착수,,,
IA-074,ia,쇼핑몰 / 결제 / 수동카드결제 (PC+모바일),미착수,,,
IA-075,ia,쇼핑몰 / 주문 / 파일/편집 정보입력,미착수,,,
IA-076,ia,쇼핑몰 / 주문 / 보관함/장바구니,미착수,,,
IA-077,ia,쇼핑몰 / 주문 / 배송정보입력,미착수,,,
IA-078,ia,쇼핑몰 / 주문 / 배송지목록,미착수,,,
IA-079,ia,쇼핑몰 / 주문 / 배송지입력,미착수,,,
IA-080,ia,쇼핑몰 / 주문 / 결제하기 (이니시스 연동),미착수,,,
IA-081,ia,쇼핑몰 / 주문 / 주문완료 + 주문완료 메일 발송,미착수,,,
IA-082,ia,쇼핑몰 / 주문 / 디자인 의뢰하기,미착수,,,
IA-083,ia,쇼핑몰 / 정보 / 회사소개,미착수,,,
IA-084,ia,쇼핑몰 / 정보 / 이용약관,미착수,,,
IA-085,ia,쇼핑몰 / 정보 / 개인정보보호,미착수,,,
IA-086,ia,쇼핑몰 / 정보 / 찾아오시는 길,미착수,,,
IA-088,ia,쇼핑몰 / 마케팅 / 랜딩페이지 5종 (종이/제본/캘린더/파우치/스티커),미착수,,,
IA-089,ia,쇼핑몰 / 마케팅 / 이용후기 메인,미착수,,,
IA-090,ia,쇼핑몰 / 마케팅 / 체험단 모집 메인,미착수,,,체험단 — 프로모션 축(L4b) 추정
IA-091,ia,쇼핑몰 / 상품 / 포장재상품 주문하기,미착수,,,
IA-092,ia,쇼핑몰 / 상품 / 굿즈상품 주문하기 + 파우치&백,미착수,,,
IA-093,ia,쇼핑몰 / 상품 / 수작 상품 (메인+상품페이지),미착수,,,
IA-094,ia,관리자 / 관리자 / 관리자 등록/관리,미착수,,,관리자 계정 등록/관리 — 운영자 기능이나 L1 표준에서는 시스템·플랫폼 축(L4b)에 있을 가능성. 내 4개 대분류에 해당 std 행 없음
IA-095,ia,관리자 / 거래처 / 거래처관리 (등록/수정/처리),미착수,,,거래처(B2B 고객)·매장게시판 — 운영자 화면이지만 표준 대응행은 B2B(L4b) 추정. webadmin 은 TCusCustomers 모델만 있고 전용 화면 부재(WA-060 partial)
IA-096,ia,관리자 / 거래처 / 매장게시판,미착수,,,거래처(B2B 고객)·매장게시판 — 운영자 화면이지만 표준 대응행은 B2B(L4b) 추정. webadmin 은 TCusCustomers 모델만 있고 전용 화면 부재(WA-060 partial)
IA-097,ia,관리자 / 원장관리 / 계좌관리 (원장용 계좌 등록),미착수,,,원장관리(계좌·오프라인 거래·업체별 미수금) — 돈이 걸린 B2B 원장. 내 정산·통계 12행에 대응 std 행이 없다. ★L1 표준의 진짜 결손 후보 — lead 교집합에서 우선 검토 요망
IA-098,ia,관리자 / 원장관리 / 원장관리 (오프라인 거래 등록),미착수,,,원장관리(계좌·오프라인 거래·업체별 미수금) — 돈이 걸린 B2B 원장. 내 정산·통계 12행에 대응 std 행이 없다. ★L1 표준의 진짜 결손 후보 — lead 교집합에서 우선 검토 요망
IA-099,ia,관리자 / 원장관리 / 업체별 미수금,미착수,,,원장관리(계좌·오프라인 거래·업체별 미수금) — 돈이 걸린 B2B 원장. 내 정산·통계 12행에 대응 std 행이 없다. ★L1 표준의 진짜 결손 후보 — lead 교집합에서 우선 검토 요망
IA-111,ia,관리자 / 상품관리 / 수작 상품등록,미착수,,,수작/디자인 상품등록 — 상품 등록 계열이나 L1 운영자·상품가격 33행에 인쇄/굿즈/포장재만 있고 수작·디자인 행이 없다. ★표준 결손 후보(상품유형 SOT 상 디자인.04 는 폐기 축이라 의도적 제외일 수 있음)
IA-113,ia,관리자 / 상품관리 / 디자인 상품등록,미착수,,,수작/디자인 상품등록 — 상품 등록 계열이나 L1 운영자·상품가격 33행에 인쇄/굿즈/포장재만 있고 수작·디자인 행이 없다. ★표준 결손 후보(상품유형 SOT 상 디자인.04 는 폐기 축이라 의도적 제외일 수 있음)
IA-121,ia,관리자 / 게시판 / 체험단관리 (등록/수정/신청내역),미착수,,,체험단 — 프로모션 축(L4b) 추정
IA-141,ia,관리자 / 주문관리 / 주문관리-후불결제,미착수,,,주문관리-후불결제 — 주문운영 화면이지만 후불(여신)은 B2B 축(L4b) 추정. 경계 항목
