row_id,data_role,track,step,title,std_ids,owner_name,target_date,effort_lb_days,week_plus_cnt,undetermined_cnt,nondev_cnt,open_rows,date_basis,evidence,check_method,prereq,status,data_owner,data_work,api_path,api_evidence,forced_by_impl,api_basis,wait_target,irreversible,note,source
STD-OPT-052,detail,T2,A2,판걸이수 기반 판형 원가 반영,STD-OPT-052,서희항,,,,,,,,https://huni-admin.printly.co.kr/admin/widget-builder/?prd=PRD_000069@2026-09-16 21:34,시뮬레이터에서 스티커·책자 한 건씩 계산해 카드에 「📄 판 단위 계산 · 판걸이 N」이 보이고 권위 판걸이수와 같으면 완료.,—,작동,huni,dev,none,샵바이 비경유,,A2 · 매칭 규칙 없음,,,분류=검증 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=검증),ledger-v4
STD-OPT-053,detail,T2,B2,견적 결과 저장(옵션보관함),STD-OPT-053,신우진,,,,,,,,F-065/SCOPE-065/IA-065 F5 옵션 보관함 저장·불러오기 CUSTOM·미착수,9/15 미결 「보관함 저장 시점」을 정하고 개발 주체(쇼핑/인쇄)가 정해지면 완료.,EXT-EDICUS,미착수,huni,dev,none,샵바이 비경유,,B2 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=작업 항목 · 작업량=2-3일 · 소요 미합산(분류=이슈),ledger-v4
STD-OPT-054,detail,T2,B2,견적서 PDF/출력물 발급,STD-OPT-054,신우진,,,,,,,,F-051/SCOPE-051/IA-051 C3 견적서 생성·다운로드 CUSTOM·미착수,"견적서 PDF 를 1차 오픈 범위에서 제외할지 결정하고, 결정 문장 1줄과 결정일(YYYY-MM-DD)이 `R/R3/decisions-for-pm.md` §A-1(오픈 범위) 의 STD-OPT-054 줄에 기재되어 있으면 완료 (기록처: 모범 STD-SYS-027 형식).",—,미착수,huni,dev,none,샵바이 비경유,,B2 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=작업 항목 · 작업량=2-3일 · 소요 미합산(분류=이슈),ledger-v4
STD-OPT-055,detail,T2,B2,대량주문 견적 문의 접수,STD-OPT-055,최숙진,,,,,,,,huni-skin-shopby src/app/(main) 하위 inquiry/qna 라우트 부재 (SB-056 absent),셀러어드민 게시판에 「대량주문 견적문의」 게시판을 만들고 스킨 메뉴에 연결되면 완료.,—,미착수,huni,config,none,샵바이 비경유,,B2 · 매칭 규칙 없음,,,분류=설정 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=설정),ledger-v4
STD-OPT-056,detail,T2,B2,캘린더 가공·장수(월수) 선택,STD-OPT-056,서희항,,,,,,,,"L3/legacy-normalized.json#F-045,IA-045,SCOPE-045 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:46 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A46:K46 || P1판정(260902): huni-skin-shopby/src/components/product/configurators/calendar-configurator.tsx:167 장수 · :196 캘린더 가공","캘린더 위젯에 시작월 항목이 없고, 편집기에서 시작월 기본값이 규칙대로 잡히면 완료.",—,구현-미검증,huni,dev,none,샵바이 비경유,,B2 · 매칭 규칙 없음,,,분류=검증 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=검증),ledger-v4
STD-OPT-057,detail,T3,A5,규격 가이드 모달(사이즈 안내 팝업),STD-OPT-057,서희항,,,,,,,,"L3/legacy-normalized.json#IA-057,SCOPE-057 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A58:K58 || P1판정(260902): huni-skin-shopby 에 규격 가이드 모달 컴포넌트 grep 0건 · guide-data.ts:90 은 가이드 문서(모달 아님)","사이즈 안내를 위젯 「치수 표시」 옵션으로 대체할지 결정하고, 결정 문장 1줄과 결정일(YYYY-MM-DD)이 `R/R3/decisions-for-pm.md` 이 std_id 신규 항목 의 STD-OPT-057 줄에 기재되어 있으면 완료 (기록처: 모범 STD-SYS-027 형식).",—,미착수,huni,dev,none,샵바이 비경유,,사람 판정 260917 — 규격 가이드 모달 — 위젯 UI,,,분류=이슈 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=이슈),ledger-v4
STD-OPT-058,detail,T3,A5,주문가능 자재(용지) 목록 모달,STD-OPT-058,서희항,,,,,,,,"L3/legacy-normalized.json#F-059,IA-059,SCOPE-059 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:60 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A60:K60 || P1판정(260902): huni-skin-shopby 에 「주문가능 자재(용지) 목록 모달」 컴포넌트 grep 0건 · guide-data.ts:161,170 은 가이드 문서","용지 목록 안내를 위젯 스와치+/guide 가이드 파일로 대체할지 결정하고, 결정 문장 1줄과 결정일(YYYY-MM-DD)이 `R/R3/decisions-for-pm.md` 이 std_id 신규 항목 의 STD-OPT-058 줄에 기재되어 있으면 완료 (기록처: 모범 STD-SYS-027 형식).",—,미착수,huni,dev,none,샵바이 비경유,,A5 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=이슈),ledger-v4
STD-ART-001,detail,T2,B3,인쇄원고 파일 업로드(PDF/AI/EPS),STD-ART-001,서희항,,,,,,,,https://huni-admin.printly.co.kr/admin/widget-builder/?prd=PRD_000069@2026-09-16 21:34,테스트 위젯에서 PDF 하나를 올려 진행률이 100% 가 되고 담기가 가능하면 완료.,—,작동,huni,dev,none,샵바이 비경유,,B3 · 매칭 규칙 없음,,,분류=검증 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=검증),ledger-v4
STD-ART-002,detail,T2,B3,대용량 파일 분할/재개 업로드,STD-ART-002,서희항,,,,,,,,raw/webadmin/webadmin/catalog/s3_artwork.py:208-280 (멀티파트),600MB 급 PDF 를 올려 끊김 없이 완료되면 완료.,—,구현-미검증,huni,dev,none,샵바이 비경유,,B3 · 매칭 규칙 없음,,,분류=검증 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=검증),ledger-v4
STD-ART-003,detail,T2,B3,업로드 진행률·실패 재시도,STD-ART-003,서희항,,,,,,,,F-052/SCOPE-052/IA-052 D1 파일 업로드 CUSTOM·미착수,업로드 중 네트워크를 끊고 다시 시도가 되는지 보면 완료.,—,부분,huni,dev,none,샵바이 비경유,,B3 · 매칭 규칙 없음,,,분류=검증 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=검증),ledger-v4
STD-ART-004,detail,T2,B3,건수별 개별 파일 업로드(디자인 N종),STD-ART-004,서희항,,,,,,,,print-story/02_capture/order-flow-steps.md §A-4 건수 · §C-8 앞/뒷면 각각,"건수 3 주문에서 파일 3개를 어떻게 받을지(여러 파일 허용으로 충분한지) 정하고, 결정 문장 1줄과 결정일(YYYY-MM-DD)이 `R/R3/decisions-for-pm.md` 이 std_id 신규 항목 의 STD-ART-004 줄에 기재되어 있으면 완료 (기록처: 모범 STD-SYS-027 형식).",—,부분,huni,dev,none,샵바이 비경유,,B3 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=작업 항목 · 작업량=1일 · 소요 미합산(분류=이슈),ledger-v4
STD-ART-005,detail,T2,B3,앞면/뒷면 파일 분리 업로드,STD-ART-005,서희항,,,,,,,,print-story/02_capture/order-flow-steps.md §C-8,"앞·뒷면 파일을 파일명 규칙으로 받을지 결정하고, 결정 문장 1줄과 결정일(YYYY-MM-DD)이 `R/R3/decisions-for-pm.md` 이 std_id 신규 항목 의 STD-ART-005 줄에 기재되어 있으면 완료 (기록처: 모범 STD-SYS-027 형식).",—,부분,huni,dev,none,샵바이 비경유,,B3 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=이슈),ledger-v4
STD-ART-006,detail,T2,B3,주문 이후 파일 업로드 경로(결제 후 입고),STD-ART-006,서희항,,,,,,,,raw/webadmin/webadmin/catalog/artwork_promote.py:1 (tmp→order 버킷 승격) · models.py:1081,결제 후 재업로드 링크로 파일을 올려 t_ord_artworks 회차가 늘면 완료.,STD-MFG-136;STD-MFG-054,부분,huni,dev,none,샵바이 비경유,,B3 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=2-3일,ledger-v4
STD-ART-007,detail,T2,B3,파일 재업로드·버전 이력 보관,STD-ART-007,서희항,,,,,,,,raw/webadmin/webadmin/catalog/artwork_promote.py:1,같은 주문에 두 번 올려 r1·r2 키가 둘 다 남으면 완료.,STD-MFG-055,부분,huni,dev,none,샵바이 비경유,,B3 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=2-3일,ledger-v4
STD-ART-008,detail,T4,C4,파일 포맷 유효성 검사,STD-ART-008,서희항,,,,,,,,X-DEC-FILECHECK-01 OQ-G11 파일 검수 기준 미확정(1차),테스트 주문의 PDF 가 PitStop 프로파일을 통과/경고/실패 중 하나로 판정되어 화면에 보이면 완료.,EXT-PITSTOP,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-ART-009,detail,T4,C4,재단선/블리드 3mm 확보 검사,STD-ART-009,서희항,,,,,,,,X-DEC-FILECHECK-01 OQ-G11 파일 검수 기준 미확정(1차),테스트 주문의 PDF 가 PitStop 프로파일을 통과/경고/실패 중 하나로 판정되어 화면에 보이면 완료.,EXT-PITSTOP,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-ART-010,detail,T4,C4,색공간(CMYK) 검사 및 RGB 경고,STD-ART-010,서희항,,,,,,,,X-DEC-FILECHECK-01 OQ-G11 파일 검수 기준 미확정(1차),테스트 주문의 PDF 가 PitStop 프로파일을 통과/경고/실패 중 하나로 판정되어 화면에 보이면 완료.,EXT-PITSTOP,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-ART-011,detail,T4,C4,해상도(dpi) 검사,STD-ART-011,서희항,,,,,,,,X-DEC-FILECHECK-01 OQ-G11 파일 검수 기준 미확정(1차),테스트 주문의 PDF 가 PitStop 프로파일을 통과/경고/실패 중 하나로 판정되어 화면에 보이면 완료.,EXT-PITSTOP,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-ART-012,detail,T4,C4,폰트 아웃라인 여부 검사,STD-ART-012,서희항,,,,,,,,X-DEC-FILECHECK-01 OQ-G11 파일 검수 기준 미확정(1차),테스트 주문의 PDF 가 PitStop 프로파일을 통과/경고/실패 중 하나로 판정되어 화면에 보이면 완료.,EXT-PITSTOP,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-ART-013,detail,T4,C4,주문 사양과 파일 실측 사이즈 대조,STD-ART-013,서희항,,,,,,,,X-DEC-FILECHECK-01 OQ-G11 파일 검수 기준 미확정(1차),테스트 주문의 PDF 가 PitStop 프로파일을 통과/경고/실패 중 하나로 판정되어 화면에 보이면 완료.,EXT-PITSTOP,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-ART-014,detail,T4,C4,별색 채널·오버프린트 검사,STD-ART-014,서희항,,,,,,,,X-DEC-FILECHECK-01 OQ-G11 파일 검수 기준 미확정(1차),테스트 주문의 PDF 가 PitStop 프로파일을 통과/경고/실패 중 하나로 판정되어 화면에 보이면 완료.,EXT-PITSTOP,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-ART-015,detail,T4,C4,검판 결과 리포트 고객 노출,STD-ART-015,서희항,,,,,,,,F-137/SCOPE-137/IA-137 파일확인처리 CUSTOM·미착수,주문상세에 검판 결과(통과/경고/실패)가 고객에게 보이면 완료.,STD-ART-008,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-ART-016,detail,T4,C4,자동검판 도구 연동(PitStop 등),STD-ART-016,신우진,,,,,,,,print-kb/wiki/policy/order-mgmt.md#OMG-02 PitStop 연동 후보,PitStop Server 구매 결정과 인스턴스 준비가 되면 완료.,EXT-PITSTOP,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=오픈 무관 · 작업량=1주+ · 소요 미합산(분류=이슈),ledger-v4
STD-ART-017,detail,T4,C4,검판 게이트 통과/보류 상태 관리,STD-ART-017,최숙진,,,,,,,,F-137/SCOPE-137/IA-137 파일확인처리,오픈 후 첫 주문의 파일확인을 MES/수기 절차로 처리하는 담당과 방법을 적어 두면 완료.,—,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=오픈 무관 · 작업량=1일 · 소요 미합산(분류=이슈),ledger-v4
STD-ART-018,detail,T4,C4,재업로드 요청 발송(문자/알림),STD-ART-018,서희항,,,,,,,,F-138/SCOPE-138/IA-138 재업로드요청 문자 발송 PARTIAL·대기 · X-SMS-CONTRACT-01 알림톡/SMS 계약 미체결,테스트 주문에 「재업로드 요청」 알림이 실제 휴대폰으로 오면 완료.,EXT-ALIMTALK;STD-MFG-128,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=1일,ledger-v4
STD-ART-019,detail,T2,B3,업로드 파일 썸네일·PDF 미리보기,STD-ART-019,김동학,,,,,,,,F-053/SCOPE-053/IA-053 D2 편집상품 미리보기·썸네일 CUSTOM·미착수,https://shopby.huniprinting.co.kr/product/136009199 에서 PDF 1개를 올린 뒤 드롭존 자리에 첫 페이지 썸네일이 보이면 완료.,—,미착수,huni,dev,none,샵바이 비경유,,B3 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=2-3일,ledger-v4
STD-ART-020,detail,T2,B3,재단선 오버레이 미리보기,STD-ART-020,김동학,,,,,,,,SCOPE-058/IA-058 E2 인쇄영역·도련 가이드 PARTIAL·미착수,https://shopby.huniprinting.co.kr/product/136009199 에서 파일 업로드 후 미리보기에 빨간 재단선이 겹쳐 보이면 완료.,—,미착수,huni,dev,none,샵바이 비경유,,B3 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=1주+,ledger-v4
STD-ART-021,detail,T2,B3,온라인 디자인 에디터 진입,STD-ART-021,최숙진,,,,,,,,"raw/webadmin/webadmin/config/urls.py:274,275 · catalog/edicus_lookup.py:214-260 (resolve/token done) — 그러나 SB-020 stub: configurator-actions.tsx:170-176 onClick 없음(데드 버튼)",상품별 Edicus 템플릿 연결 화면 목록에 빨간 ⚠ 숫자가 0건이 되면 완료(현재 3상품).,—,부분,huni,config,none,샵바이 비경유,,B3 · 매칭 규칙 없음,,,분류=설정 · 오픈차단여부=작업 항목 · 작업량=1일 · 소요 미합산(분류=설정),ledger-v4
STD-ART-022,detail,T2,B3,에디터 템플릿 선택·불러오기,STD-ART-022,서희항,,,,,,,,https://huni-admin.printly.co.kr/admin/edicus-template-md/@2026-09-16 21:28,편집기 상품에서 「에디터로 편집하기」를 눌러 고른 사양의 템플릿이 열리면 완료.,—,작동,huni,dev,none,샵바이 비경유,,B3 · 매칭 규칙 없음,,,분류=검증 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=검증),ledger-v4
STD-ART-023,detail,T2,B3,에디터 작업물 저장·재편집,STD-ART-023,신우진,,,,,,,,X-WGTF-EDICUS-01 에디터 연동 계약 미상(U-6/U-7),보관함 저장 시점과 개발 주체가 정해지면 완료.,STD-OPT-053,미착수,huni,dev,none,샵바이 비경유,,B3 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=작업 항목 · 작업량=2-3일 · 소요 미합산(분류=이슈),ledger-v4
STD-ART-024,detail,T2,B3,에디터 산출물 인쇄용 파일 변환·주문 연결,STD-ART-024,서희항,,,,,,,,X-WGTF-EDICUS-01 · X-EDX-D8-01 EDICUS Link Manager POD 채널 이중 등록,테스트 결제 1건의 주문 등록 payload 에 편집기 결과(템플릿·산출물)가 실려 있으면 완료.,EXT-PG,부분,huni,dev,none,샵바이 비경유,,B3 · 매칭 규칙 없음,,,분류=검증 · 오픈차단여부=작업 항목 · 작업량=1일 · 소요 미합산(분류=검증),ledger-v4
STD-ART-025,detail,T2,B3,선택 옵션(사이즈·페이지)과 에디터 캔버스 동기화,STD-ART-025,최숙진,,,,,,,,P-EDICUS-MISSING-01 EDICUS 미등록/결손 — 셋트문구 5종·레더하드커버·벽걸이캘린더 2사이즈,사이즈를 바꿔 편집기를 열 때 그 사이즈 템플릿이 열리면 완료(⚠ 3상품 등록 후).,—,부분,huni,config,none,샵바이 비경유,,B3 · 매칭 규칙 없음,,,분류=설정 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=설정),ledger-v4
STD-ART-026,detail,T4,C2,고객 파일 보관기간 정책 적용·만료 삭제,STD-ART-026,미정,,,,,,,,print-kb/wiki/policy/operations.md#OPS-02 현행 무정책 To-Be,"webadmin 에 고객 파일 보관기간(일수) 설정 항목이 생기고, 그 일수를 넘긴 t_ord_artworks 원고 1건이 삭제(또는 del_yn='Y') 처리된 것이 라이브 DB SELECT 로 조회되면 완료.",—,미착수,huni,dev,none,샵바이 비경유,,C2 · 매칭 규칙 없음,,,분류=미판정 · 오픈차단여부=작업 항목 · 작업량=미판정 · 소요 미합산(분류=미판정),ledger-v4
STD-ART-027,detail,T4,C2,과거 주문 파일 재사용 재주문,STD-ART-027,신우진,,,,,,,,F-010/SCOPE-010/IA-010 주문상세조회(편집상품 미리보기) CUSTOM·미착수,"재주문을 1차 범위에서 뺄지 결정하고, 결정 문장 1줄과 결정일(YYYY-MM-DD)이 `R/R3/decisions-for-pm.md` §A-1(오픈 범위) 의 STD-ART-027 줄에 기재되어 있으면 완료 (기록처: 모범 STD-SYS-027 형식).",—,미착수,huni,dev,none,샵바이 비경유,,C2 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=오픈 무관 · 작업량=1일 · 소요 미합산(분류=이슈),ledger-v4
STD-ART-028,detail,T4,C5,생산용 원고 자동 다운로드/전달,STD-ART-028,서희항,,,,,,,,raw/webadmin/webadmin/catalog/artwork_promote.py:1 (order 버킷 승격),Plan B: 담당자가 S3 order 버킷에서 원고를 내려 MES 에 수기 등록하는 절차를 적어 두면 완료.,—,부분,huni,dev,none,샵바이 비경유,,C5 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=오픈 무관 · 작업량=1일 · 소요 미합산(분류=이슈),ledger-v4
STD-ART-029,detail,T2,B3,가변데이터 인쇄(VDP) 데이터 업로드·병합,STD-ART-029,서희항,,,,,,,,"L3/legacy-normalized.json#F-055,IA-055,SCOPE-055 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:56 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A56:K56 || P1판정(260902): huni-skin-shopby 전수 grep 'vdp|가변데이터' 0건(260902)",VDP 를 1차 범위에서 제외하기로 기록하면 완료.,—,미착수,huni,dev,none,샵바이 비경유,,B3 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=오픈 무관 · 작업량=1주+ · 소요 미합산(분류=이슈),ledger-v4
STD-ART-030,detail,T2,B3,「옵션 조합에 연결된 편집기 템플릿 없음」 오류 — 에디쿠스 템플릿 연결 점검,STD-ART-030,서희항,,,,,,,,후니정기미팅 정리260915.html §가격·템플릿 데이터 · 미결 3,메모패드 등 오류가 났던 상품에서 옵션을 고르고 편집기를 열었을 때 오류 없이 템플릿이 뜨면 완료,STD-ART-031,미착수,huni,dev,none,샵바이 비경유,,B3 · 매칭 규칙 없음,,,분류=수정 · 오픈차단여부=작업 항목 · 작업량=2-3일,ledger-v4
STD-ART-031,detail,T2,B3,삭제된 사이즈 코드가 연결된 템플릿 전수조사(800여 개 중 노출 대상 선별),STD-ART-031,서희항,,,,,,,,후니정기미팅 정리260915.html §가격·템플릿 데이터 · 미결 4,"템플릿 800여 건 중 삭제된 사이즈 코드에 물린 건이 목록으로 뽑히고, 실제 노출 대상 선별 결과가 기록되면 완료",—,미착수,huni,dev,none,샵바이 비경유,,B3 · 매칭 규칙 없음,,,분류=검증 · 오픈차단여부=작업 항목 · 작업량=2-3일 · 소요 미합산(분류=검증),ledger-v4
STD-ART-032,detail,T2,B3,에디쿠스 테스트용 단순 상품(메모패드 등) 제공,STD-ART-032,최숙진,,,,,,,,후니정기미팅 정리260915.html §가격·템플릿 데이터 · 미결 5,테스트용 단순 상품이 지정되어 에디쿠스 쪽에서 편집기 테스트에 쓸 수 있게 되면 완료,—,미착수,huni,dev,none,샵바이 비경유,,B3 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=이슈),ledger-v4
STD-ART-033,detail,T4,C4,PitStop 연동 소요 시간 다음 미팅 상정·일정 반영,STD-ART-033,미정,,,,,,,,후니정기미팅 정리260915.html §PDF 프리플라이트 · 미결 1,다음 정기미팅 안건에 PitStop 연동 일정이 오르고 회의록에 일정 반영 결과가 남으면 완료,—,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=이슈),ledger-v4
STD-ART-034,detail,T4,C4,PitStop 연동 방식 결정(핫폴더 vs CLI),STD-ART-034,미정,,,,,,,,후니정기미팅 정리260915.html §PDF 프리플라이트 · 미결 3,핫폴더/CLI 중 하나가 선택되어 설계 문서에 기록되면 완료,STD-SYS-031,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=이슈),ledger-v4
STD-ART-035,detail,T4,C4,PitStop 작업 범위 산정(상품별 프로파일·S3↔서버 파일 이동·결과 표시·대용량 테스트),STD-ART-035,미정,,,,,,,,후니정기미팅 정리260915.html §PDF 프리플라이트 · 미결 4,네 갈래 각각의 작업 분량 추정치가 문서 한 장으로 나오면 완료,STD-ART-034,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=작업 항목 · 작업량=1일 · 소요 미합산(분류=이슈),ledger-v4
STD-ORD-001,detail,T3,B4,장바구니 담기(인쇄옵션+파일 동반),STD-ORD-001,김동학,,,,,,,,https://shopby.huniprinting.co.kr/product/136578124@2026-09-16 21:29,https://shopby.huniprinting.co.kr/product/136578124 에서 옵션을 고르고 「장바구니」를 누른 뒤 https://shopby.huniprinting.co.kr/cart 에 그 옵션 요약이 보이면 완료.,—,작동,huni,dev,shop-api,order-shop-public.endpoints.json GET /cart,,B4∈구간집합 · 규칙 /장바구니|/cart|카트/,,,분류=검증 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=검증),ledger-v4
STD-ORD-002,detail,T3,B4,장바구니 조회,STD-ORD-002,김동학,,,,,,,,https://shopby.huniprinting.co.kr/cart@2026-09-16 21:27,https://shopby.huniprinting.co.kr/cart 를 열어 담긴 상품·옵션 요약·금액이 보이면 완료.,—,작동,huni,dev,shop-api,order-shop-public.endpoints.json GET /cart,,B4∈구간집합 · 규칙 /장바구니|/cart|카트/,,,분류=검증 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=검증),ledger-v4
STD-ORD-003,detail,T3,B4,장바구니 수량/옵션 수정,STD-ORD-003,김동학,,,,,,,,https://shopby.huniprinting.co.kr/cart@2026-09-16 21:27,https://shopby.huniprinting.co.kr/cart 에서 「+」를 눌러 수량과 금액이 함께 바뀌면 완료.,—,작동,huni,dev,shop-api,order-shop-public.endpoints.json PUT /cart,,사람 판정 260917,,,분류=검증 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=검증),ledger-v4
STD-ORD-004,detail,T3,B4,장바구니 항목 삭제,STD-ORD-004,김동학,,,,,,,,https://shopby.huniprinting.co.kr/cart@2026-09-16 21:27,https://shopby.huniprinting.co.kr/cart 에서 항목을 체크하고 「선택삭제」를 누르면 목록에서 사라지면 완료.,—,작동,huni,dev,shop-api,order-shop-public.endpoints.json DELETE /cart,,사람 판정 260917,,,분류=검증 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=검증),ledger-v4
STD-ORD-005,detail,T3,B4,선택 상품 금액 계산,STD-ORD-005,김동학,,,,,,,,https://shopby.huniprinting.co.kr/cart@2026-09-16 21:27,https://shopby.huniprinting.co.kr/cart 에서 항목 체크를 바꾸면 「선택 N건 합계」 금액이 따라 바뀌면 완료.,—,작동,huni,dev,none,샵바이 비경유,,B4 · 매칭 규칙 없음,,,분류=검증 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=검증),ledger-v4
STD-ORD-006,detail,T3,B4,구매가능 검증(결제 전 sanity),STD-ORD-006,김동학,,,,,,,,raw/webadmin/webadmin/config/urls.py:249 (validate) — X-CR-ENFORCE-CLIENT-01 호출 지점 0건,"https://shopby.huniprinting.co.kr/cart 「결제하기」 후 주문서에서 금액이 장바구니와 같고, 위젯에서 옵션을 바꾼 상품은 결제 전에 재견적 경고가 뜨면 완료.",—,부분,huni,dev,none,샵바이 비경유,,B4 · 매칭 규칙 없음,,,분류=수정 · 오픈차단여부=작업 항목 · 작업량=1일,ledger-v4
STD-ORD-007,detail,T3,B4,비회원 장바구니 계산(비영속),STD-ORD-007,김동학,,,,,,,,https://shopby.huniprinting.co.kr/cart@2026-09-16 21:27,로그아웃 상태로 https://shopby.huniprinting.co.kr/cart 를 열어 담은 상품과 합계가 보이면 완료.,STD-ORD-022,작동,huni,dev,shop-api,order-shop-public.endpoints.json POST /guest/cart,,사람 판정 260917,,,분류=검증 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=검증),ledger-v4
STD-ORD-008,detail,T3,B4,장바구니 인쇄사양 요약 표시,STD-ORD-008,김동학,,,,,,,,https://shopby.huniprinting.co.kr/cart@2026-09-16 21:27,https://shopby.huniprinting.co.kr/cart 항목 아래에 사이즈·종이·인쇄·코팅·수량이 한 줄로 보이면 완료.,—,작동,huni,dev,shop-api,order-shop-public.endpoints.json GET /cart,,B4∈구간집합 · 규칙 /장바구니|/cart|카트/,,,분류=검증 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=검증),ledger-v4
STD-ORD-009,detail,T3,B6,주문서 작성,STD-ORD-009,김동학,,,,,,,,https://shopby.huniprinting.co.kr/checkout/202609160243938684@2026-09-16 21:33,https://shopby.huniprinting.co.kr/cart 에서 「결제하기」를 누르면 주소가 /checkout/숫자 로 바뀌고 주문자 정보 입력칸이 보이면 완료.,—,작동,huni,dev,shop-api,order-shop-public.endpoints.json POST /order-sheets,,사람 판정 260917,,,분류=검증 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=검증),ledger-v4
